response_id,category,price_band,price_lower_bound,price_upper_bound,price_midpoint_proxy,is_simulated
REAL-ARK-SURVEY-20260903-012,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-013,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-013,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-013,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-013,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-013,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-013,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-013,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-014,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-014,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-014,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-014,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-014,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-014,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-014,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-015,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-015,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-015,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-015,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-015,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-015,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-015,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-016,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-016,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-016,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-016,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-016,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-016,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-016,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-017,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-017,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-017,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-017,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-017,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-017,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-017,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-018,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-018,通行证,60元以上,60.0,,75.0,False
REAL-ARK-SURVEY-20260903-018,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-018,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-018,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-018,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-018,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-019,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-019,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-019,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-019,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-019,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-019,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-019,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-020,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-020,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-020,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-020,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-020,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-020,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-020,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-021,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-021,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-021,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-021,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-021,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-021,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-021,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-022,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-022,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-022,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-022,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-022,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-022,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-022,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-023,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-023,通行证,60元以上,60.0,,75.0,False
REAL-ARK-SURVEY-20260903-023,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-023,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-023,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-023,装饰摆件,200元以上,200.0,,250.0,False
REAL-ARK-SURVEY-20260903-023,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-024,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-024,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-024,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-024,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-024,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-024,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-024,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-025,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-025,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-025,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-025,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-025,手办模玩,1000元以上,1000.0,,1250.0,False
REAL-ARK-SURVEY-20260903-025,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-025,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-026,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-026,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-026,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-026,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-026,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-026,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-026,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-027,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-027,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-027,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-027,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-027,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-027,装饰摆件,200元以上,200.0,,250.0,False
REAL-ARK-SURVEY-20260903-027,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-028,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-028,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-028,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-028,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-028,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-028,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-028,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-029,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-029,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-029,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-029,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-029,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-029,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-029,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-030,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-030,通行证,60元以上,60.0,,75.0,False
REAL-ARK-SURVEY-20260903-030,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-030,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-030,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-030,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-030,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-031,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-031,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-031,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-031,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-031,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-031,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-031,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-032,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-032,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-032,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-032,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-032,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-032,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-032,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-033,吧唧（徽章）,36元以上,36.0,,45.0,False
REAL-ARK-SURVEY-20260903-033,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-033,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-033,毛绒玩偶,250元以上,250.0,,312.5,False
REAL-ARK-SURVEY-20260903-033,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-033,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-033,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-034,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-034,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-034,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-034,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-034,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-034,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-034,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-035,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-035,通行证,60元以上,60.0,,75.0,False
REAL-ARK-SURVEY-20260903-035,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-035,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-035,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-035,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-035,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-036,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-036,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-036,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-036,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-036,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-036,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-036,日用生活,200元以上,200.0,,250.0,False
REAL-ARK-SURVEY-20260903-037,吧唧（徽章）,15元内,15.0,15.0,15.0,False
REAL-ARK-SURVEY-20260903-037,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-037,亚克力制品,30元内,30.0,30.0,30.0,False
REAL-ARK-SURVEY-20260903-037,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-037,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-037,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-037,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-038,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-038,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-038,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-038,毛绒玩偶,250元以上,250.0,,312.5,False
REAL-ARK-SURVEY-20260903-038,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-038,装饰摆件,200元以上,200.0,,250.0,False
REAL-ARK-SURVEY-20260903-038,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-039,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-039,通行证,41～60元,41.0,60.0,50.5,False
REAL-ARK-SURVEY-20260903-039,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-039,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-039,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-039,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-039,日用生活,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-040,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-040,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-040,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-040,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-040,手办模玩,501～1000元,501.0,1000.0,750.5,False
REAL-ARK-SURVEY-20260903-040,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-040,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-041,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-041,通行证,20元内,20.0,20.0,20.0,False
REAL-ARK-SURVEY-20260903-041,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-041,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-041,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-041,装饰摆件,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-041,日用生活,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-042,吧唧（徽章）,16～25元,16.0,25.0,20.5,False
REAL-ARK-SURVEY-20260903-042,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-042,亚克力制品,51～80元,51.0,80.0,65.5,False
REAL-ARK-SURVEY-20260903-042,毛绒玩偶,80元内,80.0,80.0,80.0,False
REAL-ARK-SURVEY-20260903-042,手办模玩,201～500元,201.0,500.0,350.5,False
REAL-ARK-SURVEY-20260903-042,装饰摆件,50元内,50.0,50.0,50.0,False
REAL-ARK-SURVEY-20260903-042,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-043,吧唧（徽章）,36元以上,36.0,,45.0,False
REAL-ARK-SURVEY-20260903-043,通行证,60元以上,60.0,,75.0,False
REAL-ARK-SURVEY-20260903-043,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-043,毛绒玩偶,81～150元,81.0,150.0,115.5,False
REAL-ARK-SURVEY-20260903-043,手办模玩,200元内,200.0,200.0,200.0,False
REAL-ARK-SURVEY-20260903-043,装饰摆件,101～200元,101.0,200.0,150.5,False
REAL-ARK-SURVEY-20260903-043,日用生活,51～100元,51.0,100.0,75.5,False
REAL-ARK-SURVEY-20260903-044,吧唧（徽章）,26～35元,26.0,35.0,30.5,False
REAL-ARK-SURVEY-20260903-044,通行证,21～40元,21.0,40.0,30.5,False
REAL-ARK-SURVEY-20260903-044,亚克力制品,31～50元,31.0,50.0,40.5,False
REAL-ARK-SURVEY-20260903-044,毛绒玩偶,151～250元,151.0,250.0,200.5,False
REAL-ARK-SURVEY-20260903-044,手办模玩,201～500元,201.0,500.0,350.5,False
