response_id,operator,preference_rank,preference_weight,is_simulated
REAL-ARK-SURVEY-20260903-033,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-033,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-033,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-034,凯尔希,1,3,False
REAL-ARK-SURVEY-20260903-034,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-034,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-035,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-035,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-035,阿米娅,3,1,False
REAL-ARK-SURVEY-20260903-036,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-036,幽灵鲨,2,2,False
REAL-ARK-SURVEY-20260903-036,塞雷娅,3,1,False
REAL-ARK-SURVEY-20260903-037,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-037,能天使,2,2,False
REAL-ARK-SURVEY-20260903-037,浊心斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-038,煌,1,3,False
REAL-ARK-SURVEY-20260903-038,诗怀雅,2,2,False
REAL-ARK-SURVEY-20260903-038,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-039,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-039,凯尔希,2,2,False
REAL-ARK-SURVEY-20260903-039,温蒂,3,1,False
REAL-ARK-SURVEY-20260903-040,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-040,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-040,斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-041,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-041,夕,2,2,False
REAL-ARK-SURVEY-20260903-041,令,3,1,False
REAL-ARK-SURVEY-20260903-042,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-042,缪尔赛思,2,2,False
REAL-ARK-SURVEY-20260903-042,凯尔希,3,1,False
REAL-ARK-SURVEY-20260903-043,拉普兰德,1,3,False
REAL-ARK-SURVEY-20260903-043,浊心斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-043,斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-044,霍尔海雅,1,3,False
REAL-ARK-SURVEY-20260903-044,夕,2,2,False
REAL-ARK-SURVEY-20260903-044,凯尔希,3,1,False
REAL-ARK-SURVEY-20260903-045,能天使,1,3,False
REAL-ARK-SURVEY-20260903-045,幽灵鲨,2,2,False
REAL-ARK-SURVEY-20260903-045,锏,3,1,False
REAL-ARK-SURVEY-20260903-046,逻各斯,1,3,False
REAL-ARK-SURVEY-20260903-046,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-046,银灰,3,1,False
REAL-ARK-SURVEY-20260903-047,夕,1,3,False
REAL-ARK-SURVEY-20260903-047,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-047,缪尔赛思,3,1,False
REAL-ARK-SURVEY-20260903-048,逻各斯,1,3,False
REAL-ARK-SURVEY-20260903-048,黍,2,2,False
REAL-ARK-SURVEY-20260903-048,年,3,1,False
REAL-ARK-SURVEY-20260903-049,煌,1,3,False
REAL-ARK-SURVEY-20260903-049,铃兰,2,2,False
REAL-ARK-SURVEY-20260903-049,温蒂,3,1,False
REAL-ARK-SURVEY-20260903-050,令,1,3,False
REAL-ARK-SURVEY-20260903-050,艾雅法拉,2,2,False
REAL-ARK-SURVEY-20260903-050,浊心斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-051,塞雷娅,1,3,False
REAL-ARK-SURVEY-20260903-051,夕,2,2,False
REAL-ARK-SURVEY-20260903-051,铃兰,3,1,False
REAL-ARK-SURVEY-20260903-052,温蒂,1,3,False
REAL-ARK-SURVEY-20260903-052,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-052,能天使,3,1,False
REAL-ARK-SURVEY-20260903-053,能天使,1,3,False
REAL-ARK-SURVEY-20260903-053,夕,2,2,False
REAL-ARK-SURVEY-20260903-053,令,3,1,False
REAL-ARK-SURVEY-20260903-054,塞雷娅,1,3,False
REAL-ARK-SURVEY-20260903-054,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-054,霍尔海雅,3,1,False
REAL-ARK-SURVEY-20260903-055,逻各斯,1,3,False
REAL-ARK-SURVEY-20260903-055,伊芙利特,2,2,False
REAL-ARK-SURVEY-20260903-055,煌,3,1,False
REAL-ARK-SURVEY-20260903-056,棘刺,1,3,False
REAL-ARK-SURVEY-20260903-056,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-056,W,3,1,False
REAL-ARK-SURVEY-20260903-057,年,1,3,False
REAL-ARK-SURVEY-20260903-057,煌,2,2,False
REAL-ARK-SURVEY-20260903-057,玛恩纳,3,1,False
REAL-ARK-SURVEY-20260903-058,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-058,玛恩纳,2,2,False
REAL-ARK-SURVEY-20260903-058,维什戴尔,3,1,False
REAL-ARK-SURVEY-20260903-059,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-059,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-059,阿米娅,3,1,False
REAL-ARK-SURVEY-20260903-060,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-060,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-060,煌,3,1,False
REAL-ARK-SURVEY-20260903-061,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-061,夜莺,2,2,False
REAL-ARK-SURVEY-20260903-061,能天使,3,1,False
REAL-ARK-SURVEY-20260903-062,斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-062,玛恩纳,2,2,False
REAL-ARK-SURVEY-20260903-062,年,3,1,False
REAL-ARK-SURVEY-20260903-063,温蒂,1,3,False
REAL-ARK-SURVEY-20260903-063,玛恩纳,2,2,False
REAL-ARK-SURVEY-20260903-063,伊芙利特,3,1,False
REAL-ARK-SURVEY-20260903-064,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-064,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-064,浊心斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-065,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-065,年,2,2,False
REAL-ARK-SURVEY-20260903-065,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-066,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-066,缪尔赛思,2,2,False
REAL-ARK-SURVEY-20260903-066,令,3,1,False
REAL-ARK-SURVEY-20260903-067,泥岩,1,3,False
REAL-ARK-SURVEY-20260903-067,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-067,霍尔海雅,3,1,False
REAL-ARK-SURVEY-20260903-068,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-068,凯尔希,2,2,False
REAL-ARK-SURVEY-20260903-068,W,3,1,False
REAL-ARK-SURVEY-20260903-069,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-069,阿米娅,2,2,False
REAL-ARK-SURVEY-20260903-069,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-070,霍尔海雅,1,3,False
REAL-ARK-SURVEY-20260903-070,令,2,2,False
REAL-ARK-SURVEY-20260903-070,凯尔希,3,1,False
REAL-ARK-SURVEY-20260903-071,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-071,能天使,2,2,False
REAL-ARK-SURVEY-20260903-071,逻各斯,3,1,False
REAL-ARK-SURVEY-20260903-072,塞雷娅,1,3,False
REAL-ARK-SURVEY-20260903-072,银灰,2,2,False
REAL-ARK-SURVEY-20260903-072,夜莺,3,1,False
REAL-ARK-SURVEY-20260903-073,艾雅法拉,1,3,False
REAL-ARK-SURVEY-20260903-073,陈,2,2,False
REAL-ARK-SURVEY-20260903-073,维什戴尔,3,1,False
REAL-ARK-SURVEY-20260903-074,凯尔希,1,3,False
REAL-ARK-SURVEY-20260903-074,煌,2,2,False
REAL-ARK-SURVEY-20260903-074,斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-075,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-075,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-075,陈,3,1,False
REAL-ARK-SURVEY-20260903-076,年,1,3,False
REAL-ARK-SURVEY-20260903-076,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-076,黍,3,1,False
REAL-ARK-SURVEY-20260903-077,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-077,煌,2,2,False
REAL-ARK-SURVEY-20260903-077,令,3,1,False
REAL-ARK-SURVEY-20260903-078,煌,1,3,False
REAL-ARK-SURVEY-20260903-078,黍,2,2,False
REAL-ARK-SURVEY-20260903-078,维什戴尔,3,1,False
REAL-ARK-SURVEY-20260903-079,塞雷娅,1,3,False
REAL-ARK-SURVEY-20260903-079,浊心斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-079,霍尔海雅,3,1,False
REAL-ARK-SURVEY-20260903-080,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-080,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-080,幽灵鲨,3,1,False
REAL-ARK-SURVEY-20260903-081,凯尔希,1,3,False
REAL-ARK-SURVEY-20260903-081,夜莺,2,2,False
REAL-ARK-SURVEY-20260903-081,陈,3,1,False
REAL-ARK-SURVEY-20260903-082,玛恩纳,1,3,False
REAL-ARK-SURVEY-20260903-082,W,2,2,False
REAL-ARK-SURVEY-20260903-082,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-083,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-083,年,2,2,False
REAL-ARK-SURVEY-20260903-083,棘刺,3,1,False
REAL-ARK-SURVEY-20260903-084,棘刺,1,3,False
REAL-ARK-SURVEY-20260903-084,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-084,阿米娅,3,1,False
REAL-ARK-SURVEY-20260903-085,浊心斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-085,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-085,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-086,缪尔赛思,1,3,False
REAL-ARK-SURVEY-20260903-086,幽灵鲨,2,2,False
REAL-ARK-SURVEY-20260903-086,铃兰,3,1,False
REAL-ARK-SURVEY-20260903-087,玛恩纳,1,3,False
REAL-ARK-SURVEY-20260903-087,史尔特尔,2,2,False
REAL-ARK-SURVEY-20260903-087,伊芙利特,3,1,False
REAL-ARK-SURVEY-20260903-088,棘刺,1,3,False
REAL-ARK-SURVEY-20260903-088,玛恩纳,2,2,False
REAL-ARK-SURVEY-20260903-088,逻各斯,3,1,False
REAL-ARK-SURVEY-20260903-089,拉普兰德,1,3,False
REAL-ARK-SURVEY-20260903-089,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-089,德克萨斯,3,1,False
REAL-ARK-SURVEY-20260903-090,年,1,3,False
REAL-ARK-SURVEY-20260903-090,泥岩,2,2,False
REAL-ARK-SURVEY-20260903-090,玛恩纳,3,1,False
REAL-ARK-SURVEY-20260903-091,夜莺,1,3,False
REAL-ARK-SURVEY-20260903-091,W,2,2,False
REAL-ARK-SURVEY-20260903-091,艾雅法拉,3,1,False
REAL-ARK-SURVEY-20260903-092,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-092,幽灵鲨,2,2,False
REAL-ARK-SURVEY-20260903-092,陈,3,1,False
REAL-ARK-SURVEY-20260903-093,艾雅法拉,1,3,False
REAL-ARK-SURVEY-20260903-093,锏,2,2,False
REAL-ARK-SURVEY-20260903-093,夕,3,1,False
REAL-ARK-SURVEY-20260903-094,斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-094,幽灵鲨,2,2,False
REAL-ARK-SURVEY-20260903-094,阿米娅,3,1,False
REAL-ARK-SURVEY-20260903-095,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-095,霍尔海雅,2,2,False
REAL-ARK-SURVEY-20260903-095,塞雷娅,3,1,False
REAL-ARK-SURVEY-20260903-096,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-096,令,2,2,False
REAL-ARK-SURVEY-20260903-096,能天使,3,1,False
REAL-ARK-SURVEY-20260903-097,能天使,1,3,False
REAL-ARK-SURVEY-20260903-097,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-097,幽灵鲨,3,1,False
REAL-ARK-SURVEY-20260903-098,艾雅法拉,1,3,False
REAL-ARK-SURVEY-20260903-098,浊心斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-098,诗怀雅,3,1,False
REAL-ARK-SURVEY-20260903-099,艾雅法拉,1,3,False
REAL-ARK-SURVEY-20260903-099,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-099,棘刺,3,1,False
REAL-ARK-SURVEY-20260903-100,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-100,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-100,铃兰,3,1,False
REAL-ARK-SURVEY-20260903-101,能天使,1,3,False
REAL-ARK-SURVEY-20260903-101,斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-101,令,3,1,False
REAL-ARK-SURVEY-20260903-102,缪尔赛思,1,3,False
REAL-ARK-SURVEY-20260903-102,能天使,2,2,False
REAL-ARK-SURVEY-20260903-102,阿米娅,3,1,False
REAL-ARK-SURVEY-20260903-103,锏,1,3,False
REAL-ARK-SURVEY-20260903-103,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-103,令,3,1,False
REAL-ARK-SURVEY-20260903-104,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-104,银灰,2,2,False
REAL-ARK-SURVEY-20260903-104,黍,3,1,False
REAL-ARK-SURVEY-20260903-105,W,1,3,False
REAL-ARK-SURVEY-20260903-105,凯尔希,2,2,False
REAL-ARK-SURVEY-20260903-105,温蒂,3,1,False
REAL-ARK-SURVEY-20260903-106,铃兰,1,3,False
REAL-ARK-SURVEY-20260903-106,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-106,能天使,3,1,False
REAL-ARK-SURVEY-20260903-107,陈,1,3,False
REAL-ARK-SURVEY-20260903-107,史尔特尔,2,2,False
REAL-ARK-SURVEY-20260903-107,黍,3,1,False
REAL-ARK-SURVEY-20260903-108,棘刺,1,3,False
REAL-ARK-SURVEY-20260903-108,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-108,锏,3,1,False
REAL-ARK-SURVEY-20260903-109,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-109,铃兰,2,2,False
REAL-ARK-SURVEY-20260903-109,温蒂,3,1,False
REAL-ARK-SURVEY-20260903-110,W,1,3,False
REAL-ARK-SURVEY-20260903-110,陈,2,2,False
REAL-ARK-SURVEY-20260903-110,凯尔希,3,1,False
REAL-ARK-SURVEY-20260903-111,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-111,玛恩纳,2,2,False
REAL-ARK-SURVEY-20260903-111,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-112,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-112,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-112,温蒂,3,1,False
REAL-ARK-SURVEY-20260903-113,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-113,拉普兰德,2,2,False
REAL-ARK-SURVEY-20260903-113,德克萨斯,3,1,False
REAL-ARK-SURVEY-20260903-114,玛恩纳,1,3,False
REAL-ARK-SURVEY-20260903-114,阿米娅,2,2,False
REAL-ARK-SURVEY-20260903-114,W,3,1,False
REAL-ARK-SURVEY-20260903-115,玛恩纳,1,3,False
REAL-ARK-SURVEY-20260903-115,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-115,阿米娅,3,1,False
REAL-ARK-SURVEY-20260903-116,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-116,锏,2,2,False
REAL-ARK-SURVEY-20260903-116,W,3,1,False
REAL-ARK-SURVEY-20260903-117,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-117,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-117,浊心斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-118,幽灵鲨,1,3,False
REAL-ARK-SURVEY-20260903-118,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-118,逻各斯,3,1,False
REAL-ARK-SURVEY-20260903-119,煌,1,3,False
REAL-ARK-SURVEY-20260903-119,艾雅法拉,2,2,False
REAL-ARK-SURVEY-20260903-119,铃兰,3,1,False
REAL-ARK-SURVEY-20260903-120,斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-120,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-120,令,3,1,False
REAL-ARK-SURVEY-20260903-121,斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-121,W,2,2,False
REAL-ARK-SURVEY-20260903-121,令,3,1,False
REAL-ARK-SURVEY-20260903-122,史尔特尔,1,3,False
REAL-ARK-SURVEY-20260903-122,令,2,2,False
REAL-ARK-SURVEY-20260903-122,逻各斯,3,1,False
REAL-ARK-SURVEY-20260903-123,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-123,令,2,2,False
REAL-ARK-SURVEY-20260903-123,W,3,1,False
REAL-ARK-SURVEY-20260903-124,维什戴尔,1,3,False
REAL-ARK-SURVEY-20260903-124,陈,2,2,False
REAL-ARK-SURVEY-20260903-124,凯尔希,3,1,False
REAL-ARK-SURVEY-20260903-125,令,1,3,False
REAL-ARK-SURVEY-20260903-125,玛恩纳,2,2,False
REAL-ARK-SURVEY-20260903-125,铃兰,3,1,False
REAL-ARK-SURVEY-20260903-126,缪尔赛思,1,3,False
REAL-ARK-SURVEY-20260903-126,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-126,诗怀雅,3,1,False
REAL-ARK-SURVEY-20260903-127,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-127,德克萨斯,2,2,False
REAL-ARK-SURVEY-20260903-127,伊芙利特,3,1,False
REAL-ARK-SURVEY-20260903-128,斯卡蒂,1,3,False
REAL-ARK-SURVEY-20260903-128,浊心斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-128,逻各斯,3,1,False
REAL-ARK-SURVEY-20260903-129,塞雷娅,1,3,False
REAL-ARK-SURVEY-20260903-129,令,2,2,False
REAL-ARK-SURVEY-20260903-129,银灰,3,1,False
REAL-ARK-SURVEY-20260903-130,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-130,陈,2,2,False
REAL-ARK-SURVEY-20260903-130,逻各斯,3,1,False
REAL-ARK-SURVEY-20260903-131,伊芙利特,1,3,False
REAL-ARK-SURVEY-20260903-131,维什戴尔,2,2,False
REAL-ARK-SURVEY-20260903-131,棘刺,3,1,False
REAL-ARK-SURVEY-20260903-132,逻各斯,1,3,False
REAL-ARK-SURVEY-20260903-132,能天使,2,2,False
REAL-ARK-SURVEY-20260903-132,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-133,煌,1,3,False
REAL-ARK-SURVEY-20260903-133,W,2,2,False
REAL-ARK-SURVEY-20260903-133,维什戴尔,3,1,False
REAL-ARK-SURVEY-20260903-134,诗怀雅,1,3,False
REAL-ARK-SURVEY-20260903-134,塞雷娅,2,2,False
REAL-ARK-SURVEY-20260903-134,拉普兰德,3,1,False
REAL-ARK-SURVEY-20260903-135,逻各斯,1,3,False
REAL-ARK-SURVEY-20260903-135,温蒂,2,2,False
REAL-ARK-SURVEY-20260903-135,维什戴尔,3,1,False
REAL-ARK-SURVEY-20260903-136,黍,1,3,False
REAL-ARK-SURVEY-20260903-136,能天使,2,2,False
REAL-ARK-SURVEY-20260903-136,凯尔希,3,1,False
REAL-ARK-SURVEY-20260903-137,玛恩纳,1,3,False
REAL-ARK-SURVEY-20260903-137,浊心斯卡蒂,2,2,False
REAL-ARK-SURVEY-20260903-137,霍尔海雅,3,1,False
REAL-ARK-SURVEY-20260903-138,诗怀雅,1,3,False
REAL-ARK-SURVEY-20260903-138,凯尔希,2,2,False
REAL-ARK-SURVEY-20260903-138,锏,3,1,False
REAL-ARK-SURVEY-20260903-139,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-139,霍尔海雅,2,2,False
REAL-ARK-SURVEY-20260903-139,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-140,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-140,逻各斯,2,2,False
REAL-ARK-SURVEY-20260903-140,斯卡蒂,3,1,False
REAL-ARK-SURVEY-20260903-141,陈,1,3,False
REAL-ARK-SURVEY-20260903-141,诗怀雅,2,2,False
REAL-ARK-SURVEY-20260903-141,黍,3,1,False
REAL-ARK-SURVEY-20260903-142,德克萨斯,1,3,False
REAL-ARK-SURVEY-20260903-142,温蒂,2,2,False
REAL-ARK-SURVEY-20260903-142,夕,3,1,False
REAL-ARK-SURVEY-20260903-143,阿米娅,1,3,False
REAL-ARK-SURVEY-20260903-143,温蒂,2,2,False
REAL-ARK-SURVEY-20260903-143,史尔特尔,3,1,False
REAL-ARK-SURVEY-20260903-144,棘刺,1,3,False
REAL-ARK-SURVEY-20260903-144,银灰,2,2,False
REAL-ARK-SURVEY-20260903-144,玛恩纳,3,1,False
REAL-ARK-SURVEY-20260903-145,逻各斯,1,3,False
REAL-ARK-SURVEY-20260903-145,黍,2,2,False
REAL-ARK-SURVEY-20260903-145,维什戴尔,3,1,False
REAL-ARK-SURVEY-20260903-146,温蒂,1,3,False
REAL-ARK-SURVEY-20260903-146,阿米娅,2,2,False
