bvid,title,description,owner_mid,owner_name,published_at,view,like,coin,favorite,share,reply,danmaku,source_url,source_type,metric_precision,collected_at,age_days,content_type,explicit_operator,publication_year,views_per_day,weighted_interactions,weighted_engagement_rate,intent_rate,discussion_rate,archive_reach_score,archive_momentum_score,archive_engagement_score,archive_content_score
BV1bf3T6KE2e,《明日方舟》SideStory「直到大地变成一颗酸橙」活动宣传PV,"2026「夏日嘉年华」限时活动即将开启 

哎呀，写好的信被风吹走了几行......博士，请再稍等几天，很快我就会带着那些我想说的话，来到你的面前！

————————————
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2026-07-25T11:45:00+00:00,2851740,100074,25488,17708,11628,8537,8400,https://www.bilibili.com/video/BV1bf3T6KE2e,official_public_aggregate,exact_api,2026-09-02T18:55:41.133236+08:00,41.31469331876158,event_pv,,2026,69024.83767693817,238355.5,0.08358247946867527,0.025434296254216723,0.005939180991254462,83.24225865209472,99.27140255009107,2.185792349726776,63.73406193078324
BV1KN3M6wEm9,《明日方舟》SideStory「直到大地变成一颗酸橙」活动先导PV,"《明日方舟》SideStory「直到大地变成一颗酸橙」活动先导PV

从想说的话挤满了信纸，再也写不下一个字的那一刻起——
我就会向你飞奔而来。

————————————
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2026-07-25T11:40:00+00:00,2084472,106362,23163,18844,11131,6844,5132,https://www.bilibili.com/video/BV1KN3M6wEm9,official_public_aggregate,exact_api,2026-09-02T18:57:38.341448+08:00,41.3181655409838,event_pv,,2026,50449.287201107625,236601.0,0.1135064419191047,0.03453248592449311,0.00574533982706412,66.12021857923497,98.90710382513662,6.9216757741347905,58.19672131147541
BV161K26SEE1,《明日方舟》EP - 女士的游戏,"7 月 20 日 女士的游戏 正式上架各音乐平台

【专辑介绍】
脚步轻如夜雾，悄然浸入月光，
大地是她漫步的游乐场。

【歌曲列表】
女士的游戏
女士的游戏 (Instrumental)",161775300,明日方舟,2026-07-20T03:00:00+00:00,982475,75956,11465,13442,9242,8049,1238,https://www.bilibili.com/video/BV161K26SEE1,official_public_aggregate,exact_api,2026-09-02T18:55:47.413857+08:00,46.679276652094906,music_ep,,2026,21047.34842663651,166188.5,0.16915290465406244,0.04843990941245324,0.009452657828443472,23.67941712204007,96.53916211293262,40.98360655737705,50.728597449908925
BV12pNo6HEFa,《明日方舟》2026「音律联觉-昔时我见」官方录播,2026明日方舟音律联觉-昔时我见官方录播现已正式上线！,161775300,明日方舟,2026-07-18T04:00:00+00:00,1644891,92916,68467,51217,28623,12549,34086,https://www.bilibili.com/video/BV12pNo6HEFa,official_public_aggregate,exact_api,2026-09-02T18:57:48.485422+08:00,48.637609985428234,offline_event,,2026,33819.32213554094,454019.5,0.2760179853862657,0.12129922286643917,0.02835142267785525,51.54826958105647,97.99635701275045,94.89981785063752,78.48816029143899
BV17wKJ6NEjP,《明日方舟》EP - What an Electromagnetic Night,"7 月 17 日 What an Electromagnetic Night 正式上架各音乐平台

【专辑介绍】
已经习惯了熬夜工作的机械师，就连逃避工作的方式也是熬夜。
只不过，这些由酒精和垃圾食品开启的夜晚，最终总还是会以某种对科学方法堪称亵渎的“学术实践”收场。

【歌曲列表】
What an Electromagnetic Night
What an Electromagnetic Night (Instrumental)",161775300,明日方舟,2026-07-17T03:00:00+00:00,970008,75483,12866,19957,7510,4637,1673,https://www.bilibili.com/video/BV17wKJ6NEjP,official_public_aggregate,exact_api,2026-09-02T18:57:46.935424+08:00,49.679276652094906,music_ep,,2026,19525.405065637085,171451.0,0.17675215049772786,0.06215412656390463,0.0065051009888578235,23.13296903460838,95.62841530054644,46.083788706739526,51.76684881602914
BV19GNP6EE7e,《明日方舟》集成战略「沉沦者的黑流树海」宣传PV · 玩法介绍,"《明日方舟》集成战略「沉沦者的黑流树海」宣传PV · 玩法介绍

在得到想要的结果之前，如果一次不成功，就再来一次。
这是成功的秘诀，也是沉沦的开始。
对她，对它们，以及对你们而言，都是如此。

主题网站链接：https://b23.tv/LBs93Ut
_____________
❖「沉沦者的黑流树海」集成战略主题网站【降生的故事】活动现已开启。❖

✦活动时间：2026年7月11日16:00~2026年7月31日3:59
✦活动期间，完成【降生的故事】网页活动并首次分享故事结局即可参与抽奖，可获取“多",161775300,明日方舟,2026-07-12T03:00:00+00:00,2735779,110854,26265,17362,48849,18190,27720,https://www.bilibili.com/video/BV19GNP6EE7e,official_public_aggregate,exact_api,2026-09-02T18:57:32.158721+08:00,54.679276652094906,gameplay_system,,2026,50033.19662413978,385800.0,0.14102016281285878,0.040148710842505916,0.01678132626940992,81.4207650273224,98.72495446265937,22.22222222222222,68.85245901639344
BV1SCNj61Eqk,《明日方舟》EP - 悖反构成,"7 月 10 日 悖反构成 正式上架各音乐平台

【专辑介绍】
背向延伸的阴影源自同一束光点，
反之亦然。

【歌曲列表】
悖反构成
悖反构成 (Instrumental)",161775300,明日方舟,2026-07-10T03:00:00+00:00,648340,52140,12142,14829,3670,4150,1602,https://www.bilibili.com/video/BV1SCNj61Eqk,official_public_aggregate,exact_api,2026-09-02T18:57:29.829616+08:00,56.679276652094906,music_ep,,2026,11438.74866257731,124118.0,0.19143967671283585,0.07013295493105469,0.008871888206805071,10.746812386156648,92.89617486338798,60.10928961748634,50.20036429872495
BV1bHMe6vEJN,《明日方舟》干员「谬因」技能展示PV,"《明日方舟》干员「谬因」技能展示PV

————————————
故事集「丛林症结」限时活动即将开启

更多活动详情内容详见游戏内公告。",161775300,明日方舟,2026-07-08T03:00:00+00:00,983293,53725,4985,4242,18508,9463,3362,https://www.bilibili.com/video/BV1bHMe6vEJN,official_public_aggregate,exact_api,2026-09-02T18:57:50.848541+08:00,58.679276652094906,operator_pv,谬因,2026,16757.074321653137,143578.5,0.14601802311213444,0.03252031693503361,0.013042907861644495,23.861566484517304,95.26411657559198,23.861566484517304,45.28233151183971
BV1FFMw6hEdw,《明日方舟》全新故事「丛林症结」活动宣传PV,"故事集「丛林症结」即将开启

我们都染上了致死的疾病，它的名字是“生命的意义”。

———————————— 
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2026-07-05T03:00:00+00:00,2047548,87404,15772,9530,36671,14701,9693,https://www.bilibili.com/video/BV1FFMw6hEdw,official_public_aggregate,exact_api,2026-09-02T18:57:28.278486+08:00,61.679276652094906,event_pv,,2026,33196.692813848946,274919.0,0.1342674262093001,0.03492128145469606,0.01191376221705181,64.66302367941712,97.81420765027322,17.850637522768668,60.564663023679415
BV1FZ7V6XEpT,《明日方舟》× 《小马宝莉》「魔法与友谊」合作宣传PV,"《明日方舟》× 《小马宝莉》「魔法与友谊」合作宣传PV

魔法闪耀，友谊相伴。
明日方舟携手小马宝莉，邀博士开启奇迹旅程。",161775300,明日方舟,2026-06-28T03:00:00+00:00,2425962,171668,25741,21177,118005,17738,11145,https://www.bilibili.com/video/BV1FZ7V6XEpT,official_public_aggregate,exact_api,2026-09-02T18:57:09.557348+08:00,68.6792766520949,other_pv,,2026,35323.05694320387,651698.5,0.26863508167069394,0.07671183637666212,0.011905792423788995,75.0455373406193,98.36065573770492,93.98907103825137,87.72313296903461
BV1y2736HEc3,《明日方舟》「群生共语」特别公益PV,"《明日方舟》「群生共语」特别公益PV

敦煌 ，地处河西走廊最西端 ，是戈壁、荒漠、绿洲与湿地交织的生命走廊。
明日方舟携手中国绿化基金会，探索野生动物与人类群落的和谐共生路径。我们希望通过收容救助、红外监测、科普宣传等方式缓解人兽冲突；在守护野生动物的同时 ，减少人与自然的边界摩擦。让猞猁等野生动物在这片土地上更加自由地生活。
愿每一次的守护与相遇，都能让这片土地上的生命更靠近一点。

特别鸣谢：@中国绿化基金会",161775300,明日方舟,2026-06-26T09:00:00+00:00,568308,83508,23298,9185,4616,2900,1163,https://www.bilibili.com/video/BV1y2736HEc3,official_public_aggregate,exact_api,2026-09-02T18:35:29.912718+08:00,70.4292766520949,animation_brand,,2026,8069.201147802728,167253.5,0.29430080167796335,0.08144175341540151,0.00714929228516931,6.739526411657559,89.43533697632058,96.53916211293262,58.48816029143898
BV1ArjW6nE1V,《明日方舟》危机合约新赛季「涤墨作战」宣传PV,"危机合约#5赛季「涤墨作战」即将开启

一、危机合约，#5赛季「涤墨作战」开启
二、【联合行动】特选干员定向寻访开启
三、“资源收集”关卡限时全天开放
四、【时代】系列，限时复刻上架
五、礼包限时上架

更多活动内容请持续关注《明日方舟》游戏内公告。",161775300,明日方舟,2026-06-21T03:00:00+00:00,1924873,117015,28495,18511,51730,19556,11939,https://www.bilibili.com/video/BV1ArjW6nE1V,official_public_aggregate,exact_api,2026-09-02T18:57:45.405200+08:00,75.6792766520949,gameplay_system,,2026,25434.611496735506,401520.5,0.20859583982943292,0.06091155104778341,0.01636211843586564,60.65573770491803,96.90346083788707,74.86338797814209,75.79234972677595
BV1GiEg6PE3v,《明日方舟》EP - 夏日远去之后,"6 月 8 日 夏日远去之后 正式上架各音乐平台

【专辑介绍】
脚步与喧哗一同远去，昨日的炽热在心间珍藏。
晴云之下，夏虫鸣唱。轻风吹过，翻开下一页天空。

【歌曲列表】
夏日远去之后
夏日远去之后 (Instrumental)",161775300,明日方舟,2026-06-08T09:00:00+00:00,1146145,134087,54438,41291,24619,13284,9349,https://www.bilibili.com/video/BV1GiEg6PE3v,official_public_aggregate,exact_api,2026-09-02T18:57:32.158721+08:00,88.4292766520949,music_ep,,2026,12961.148653395072,424002.5,0.36993792233966905,0.14102840391049998,0.019747065161912325,30.2367941712204,93.80692167577413,98.72495446265937,69.85428051001821
BV145V46REGz,《明日方舟》干员「焰狐龙梓兰」技能展示PV,"《明日方舟》干员「焰狐龙梓兰」技能展示PV

————————————
【明日方舟 × 怪物猎人】SideStory「泡影苍霆」限时活动即将开启

更多活动详情内容详见游戏内公告。",161775300,明日方舟,2026-05-29T03:00:00+00:00,1977437,100286,16172,9840,65262,23115,21212,https://www.bilibili.com/video/BV145V46REGz,official_public_aggregate,exact_api,2026-09-02T18:53:00.696764+08:00,98.6792766520949,operator_pv,焰狐龙梓兰,2026,20039.030149883252,393374.5,0.19893149566838286,0.05113386671737203,0.0224163905095333,62.295081967213115,95.99271402550092,66.66666666666666,73.71584699453553
BV1t2Vw6dEiE,【明日方舟×怪物猎人】SideStory「泡影苍霆」活动宣传PV,"【明日方舟×怪物猎人】SideStory「泡影苍霆」限时活动即将开启

泡影易碎，苍霆难驯；浮生若寄，猎魂长存。

———————————— 
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2026-05-26T03:00:00+00:00,2917337,122797,36444,17247,89490,23712,15383,https://www.bilibili.com/video/BV1t2Vw6dEiE,official_public_aggregate,exact_api,2026-09-02T18:56:17.217590+08:00,101.6792766520949,event_pv,,2026,28691.55934283384,541908.5,0.18575450830671944,0.05499124715451112,0.01340092008568088,83.97085610200364,97.0856102003643,53.916211293260474,78.88888888888889
BV1pSGW6gE8f,【明日方舟×怪物猎人】SideStory「泡影苍霆」先导预告,"神秘陌生的国度，迷雾重重的异兽。
未知已经逼近，狩猎正待开启。",161775300,明日方舟,2026-05-25T03:00:00+00:00,1694608,101227,17634,9752,61887,14532,3774,https://www.bilibili.com/video/BV1pSGW6gE8f,official_public_aggregate,exact_api,2026-09-02T18:54:18.034219+08:00,102.6792766520949,event_pv,,2026,16503.8949947202,365345.0,0.2155926326324436,0.05843534315900786,0.010802498276887635,53.551912568306015,95.08196721311475,77.77777777777779,73.27868852459017
BV1BsRuBbE8E,《明日方舟》EP - Don't Miss It,"5 月 3 日 Don't Miss It 正式上架塞壬唱片官网，QQ音乐、网易云音乐及酷狗音乐等平台

【专辑介绍】
我们曾将鲜血洒遍河流，我们曾把白骨埋进垄沟。

【歌曲列表】
Don't Miss It
Don't Miss It (Instrumental)",161775300,明日方舟,2026-05-03T03:00:00+00:00,399345,39134,6881,8392,1979,4104,422,https://www.bilibili.com/video/BV1BsRuBbE8E,official_public_aggregate,exact_api,2026-09-02T18:57:06.422974+08:00,124.6792766520949,music_ep,,2026,3202.9781590274415,81984.0,0.20529617248244,0.06421515231191076,0.01133355870237514,2.0036429872495445,73.95264116575592,72.31329690346084,44.68123861566484
BV1HFRgBvEFF,《明日方舟》EP - All by My Design,"5 月 2 日 All by My Design 正式上架各音乐平台

【专辑介绍】
代码成行，指令落定，信息国度即刻上线。
——别忘了，还得意思一下她的账单。

【歌曲列表】
All by My Design
All by My Design (Instrumental)",161775300,明日方舟,2026-05-02T03:00:00+00:00,1569801,115360,47297,53616,10564,6181,3050,https://www.bilibili.com/video/BV1HFRgBvEFF,official_public_aggregate,exact_api,2026-09-02T18:57:38.341448+08:00,125.6792766520949,music_ep,,2026,12490.531787078307,359674.5,0.2291210796782522,0.10516810729512849,0.005880363179791579,48.08743169398907,93.6247723132969,82.87795992714025,72.18579234972677
BV1c49DBjEzq,《明日方舟》EP - Innocence,"5 月 1 日 11点 Innocence 将正式上架各音乐平台

【专辑介绍】
她走过永恒，走入瞬息的朝霞。
在等待愈合的裂痕里，时间染上了温度，而希望，正自无声处生发。

【歌曲列表】
Innocence
Innocence (Instrumental)",161775300,明日方舟,2026-04-29T11:00:00+00:00,2632555,230807,186639,122513,29842,17028,32072,https://www.bilibili.com/video/BV1c49DBjEzq,official_public_aggregate,exact_api,2026-09-02T18:57:46.174104+08:00,128.34594331876158,music_ep,,2026,20511.400141894268,980215.0,0.37234359775959097,0.17530763839691857,0.0186510823135699,78.5063752276867,96.35701275045537,98.90710382513662,89.98178506375227
BV1ai92BXEND,《明日方舟》限定干员「凯尔希·思衡托」前瞻PV,请相信，在你觉察这片大地的需要时，其意义就已然存在，其进程就已经开始。,161775300,明日方舟,2026-04-29T02:00:00+00:00,1250057,93822,38062,25460,11821,9236,14683,https://www.bilibili.com/video/BV1ai92BXEND,official_public_aggregate,exact_api,2026-09-02T18:55:11.126660+08:00,128.72094331876158,operator_pv,凯尔希·思衡托,2026,9711.37227377512,277524.5,0.22200947636787763,0.08063872287423693,0.019134327474667156,35.701275045537336,90.7103825136612,80.14571948998179,65.53734061930783
BV1S39rBeEke,《明日方舟》七周年特别直播节目（附字幕）,再次感谢大家的支持，之后我们将陆续更新《明日方舟》七周年庆典相关具体内容。更多活动详情详见官方公告。,161775300,明日方舟,2026-04-28T08:00:00+00:00,603683,36700,7845,6441,1537,5510,3733,https://www.bilibili.com/video/BV1S39rBeEke,official_public_aggregate,exact_api,2026-09-02T18:57:25.958176+08:00,129.47094331876158,other_official,,2026,4662.690983209362,80014.5,0.13254390135219973,0.036880283194988095,0.015311015880851373,8.561020036429873,82.69581056466302,16.939890710382514,33.315118397085605
BV1Kq96BZEyP,《明日方舟》七周年庆典声优祝福,"-特别感谢-

（以下排名不分先后）
陈怡萱 陈雨 黄雷 梁爽 绿绮 空无的念
木雅瑞林 Lena Tiemann 小西克幸 日笠阳子

来自各位老师们为本次《明日方舟》七周年庆典送上的祝福。
非常感谢老师们的祝福与认可！",161775300,明日方舟,2026-04-28T07:30:00+00:00,299440,31810,4539,7189,893,1383,1134,https://www.bilibili.com/video/BV1Kq96BZEyP,official_public_aggregate,exact_api,2026-09-02T18:57:46.174104+08:00,129.4917766520949,other_official,,2026,2312.4248330031364,60586.5,0.20233268768367618,0.06615682607534064,0.008405690622495325,0.7285974499089253,64.48087431693989,68.85245901639344,40.291438979963566
BV1bhofBxE7H,《明日方舟》特别映像[圣徒箴言：有关大海],"大海，曾是伊比利亚的战利品。
它和瓶里的酒没什么两样，总能给人灌满辉煌的幻想。",161775300,明日方舟,2026-04-26T05:07:11+00:00,813321,42132,4607,5309,3481,6166,348,https://www.bilibili.com/video/BV1bhofBxE7H,official_public_aggregate,exact_api,2026-09-02T18:55:36.366049+08:00,131.59095489283564,animation_brand,,2026,6180.6755689427755,81830.0,0.10061218141422636,0.022999529091219825,0.008009137843483692,16.939890710382514,87.43169398907104,4.189435336976321,34.26229508196721
BV1Bno9BoEUx,《明日方舟》特别映像[罗德岛：新程],"咳咳，罗德岛新基地月度建设进度存档
记录人：可露希尔",161775300,明日方舟,2026-04-26T04:00:00+00:00,637407,39097,5372,6137,789,1818,600,https://www.bilibili.com/video/BV1Bno9BoEUx,official_public_aggregate,exact_api,2026-09-02T18:57:03.297802+08:00,131.63760998542824,animation_brand,,2026,4842.134402702681,67509.0,0.10591192126851447,0.02892186624872334,0.0037934945803858445,9.836065573770492,84.3351548269581,5.46448087431694,30.87431693989071
BV1Bpo9BxEwi,《明日方舟》特别映像[黑流树海：生还实录],"Warning
该影像档案系梅兰德基金会关于“1101黑流树海瘟疫扩散事件”与“玻利瓦尔地区大规模杀伤性武器问题”的调查资料。
因涉及国家安全与机密战略，请遵守最高级别保密要求，禁止复制、记录和携带，违者将追究其刑事责任。

另，此系列影像为相关调查员意外精神失常前后的记录，其拍摄内容可能引发不适，请相关人员谨慎选择学习观看。",161775300,明日方舟,2026-04-26T03:00:00+00:00,2038199,118259,30806,30066,59704,12334,7256,https://www.bilibili.com/video/BV1Bpo9BxEwi,official_public_aggregate,exact_api,2026-09-02T18:57:12.665296+08:00,131.6792766520949,animation_brand,,2026,15478.509996565766,441244.0,0.21648720267255553,0.0739093680253989,0.009611426558446943,64.29872495446266,94.71766848816029,78.14207650273224,77.57741347905282
BV1zJo9BtEDe,一分（多）钟看泰拉#4,一根胡萝卜的时间了解一个泰拉知识，关注我的频道，大地的秘密等你来揭开。,161775300,明日方舟,2026-04-26T02:00:00+00:00,458201,35321,3615,5024,1012,2070,610,https://www.bilibili.com/video/BV1zJo9BtEDe,official_public_aggregate,exact_api,2026-09-02T18:57:12.664157+08:00,131.72094331876158,other_official,,2026,3478.5736303995664,59045.0,0.12886266071003774,0.03202742901041246,0.0058489614819697035,3.278688524590164,76.32058287795994,14.207650273224044,28.46994535519126
BV1AuoQBtEiM,前探泰拉：病变 TERRA IN SIGHT:LESION,"我们从未真正了解过这种与我们的文明相伴相生的疾病。
它会带来毁灭，还是变革？",161775300,明日方舟,2026-04-25T13:16:31+00:00,694036,39981,6799,8210,1735,3679,1011,https://www.bilibili.com/video/BV1AuoQBtEiM,official_public_aggregate,exact_api,2026-09-02T18:57:03.296797+08:00,132.25114007802082,other_official,,2026,5247.864022877666,81228.0,0.11703715657401056,0.03595490723824125,0.006757574535038528,11.657559198542804,85.06375227686704,8.378870673952642,32.69581056466303
BV1YboQBCEEy,《明日方舟》× 达美乐比萨「美味寻访，炙讯速达」合作宣传PV,"《明日方舟》× 达美乐比萨「美味寻访，炙讯速达」合作宣传PV
美味满溢，趁热启幕。
明日方舟携手达美乐比萨，邀博士赴一场味蕾寻访。

更多活动详情，请关注达美乐比萨官方账号。",161775300,明日方舟,2026-04-25T13:00:00+00:00,767803,36183,3659,4991,12018,5571,399,https://www.bilibili.com/video/BV1YboQBCEEy,official_public_aggregate,exact_api,2026-09-02T18:52:17.492785+08:00,132.26260998542824,other_pv,,2026,5805.140243978181,98093.0,0.12775803168260608,0.033418728501972514,0.007775431979296772,15.1183970856102,86.88524590163934,12.932604735883423,35.99271402550091
BV19uoXBjECa,《明日方舟》× 时尚芭莎「无界辑录」跨界合作宣传PV,"《明日方舟》× 时尚芭莎「无界辑录」跨界合作宣传PV
打破媒介之墙，让美自由流动。
明日方舟携手时尚芭莎 寻迹灵感底色。
更多内容将收录于《时尚芭莎》电子刊及纸刊，敬请期待。",161775300,明日方舟,2026-04-25T12:55:00+00:00,1207494,62056,6912,9050,7206,3949,1279,https://www.bilibili.com/video/BV19uoXBjECa,official_public_aggregate,exact_api,2026-09-02T18:57:36.822225+08:00,132.26608220765047,other_pv,,2026,9129.279251685257,122161.0,0.10116903272397212,0.026681706078870784,0.0043296281389389926,32.42258652094718,89.98178506375227,4.553734061930783,41.32969034608379
BV1UeoSBaEYZ,《明日方舟》七周年庆典活动宣传PV,"《明日方舟》七周年庆典即将开启

来吧，乌萨斯人，请紧随那奔向明日的步伐。 不要回头，不要被落下。

————————————
详细活动内容敬请关注《明日方舟》游戏内相关公告。",161775300,明日方舟,2026-04-25T11:40:00+00:00,4275909,160190,56009,31712,18310,18128,20240,https://www.bilibili.com/video/BV1UeoSBaEYZ,official_public_aggregate,exact_api,2026-09-02T18:57:36.032983+08:00,132.31816554098378,event_pv,,2026,32315.3588361652,427874.0,0.10006620814427997,0.03221373513795546,0.00897306280372197,93.6247723132969,97.632058287796,3.4608378870673953,67.77777777777777
