event_at,entity_type,entity_id,change_type,field_name,old_value,new_value,source,is_simulated
2026-09-05T00:00:00+08:00,internal_sku,AK-0143,CREATE_BASELINE,product_master,,司霆惊蛰 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0146,CREATE_BASELINE,product_master,,司霆惊蛰 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0145,CREATE_BASELINE,product_master,,司霆惊蛰 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0147,CREATE_BASELINE,product_master,,司霆惊蛰 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0142,CREATE_BASELINE,product_master,,司霆惊蛰 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0144,CREATE_BASELINE,product_master,,司霆惊蛰 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0176,CREATE_BASELINE,product_master,,塑心 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0178,CREATE_BASELINE,product_master,,塑心 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0181,CREATE_BASELINE,product_master,,塑心 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0180,CREATE_BASELINE,product_master,,塑心 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0182,CREATE_BASELINE,product_master,,塑心 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0177,CREATE_BASELINE,product_master,,塑心 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0179,CREATE_BASELINE,product_master,,塑心 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0190,CREATE_BASELINE,product_master,,娜斯提 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0192,CREATE_BASELINE,product_master,,娜斯提 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0195,CREATE_BASELINE,product_master,,娜斯提 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0194,CREATE_BASELINE,product_master,,娜斯提 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0196,CREATE_BASELINE,product_master,,娜斯提 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0191,CREATE_BASELINE,product_master,,娜斯提 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0193,CREATE_BASELINE,product_master,,娜斯提 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0057,CREATE_BASELINE,product_master,,归溟幽灵鲨 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0059,CREATE_BASELINE,product_master,,归溟幽灵鲨 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0062,CREATE_BASELINE,product_master,,归溟幽灵鲨 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0061,CREATE_BASELINE,product_master,,归溟幽灵鲨 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0063,CREATE_BASELINE,product_master,,归溟幽灵鲨 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0058,CREATE_BASELINE,product_master,,归溟幽灵鲨 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0060,CREATE_BASELINE,product_master,,归溟幽灵鲨 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0169,CREATE_BASELINE,product_master,,怒潮凛冬 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0171,CREATE_BASELINE,product_master,,怒潮凛冬 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0174,CREATE_BASELINE,product_master,,怒潮凛冬 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0173,CREATE_BASELINE,product_master,,怒潮凛冬 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0175,CREATE_BASELINE,product_master,,怒潮凛冬 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0170,CREATE_BASELINE,product_master,,怒潮凛冬 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0172,CREATE_BASELINE,product_master,,怒潮凛冬 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0162,CREATE_BASELINE,product_master,,斩业星熊 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0164,CREATE_BASELINE,product_master,,斩业星熊 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0167,CREATE_BASELINE,product_master,,斩业星熊 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0166,CREATE_BASELINE,product_master,,斩业星熊 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0168,CREATE_BASELINE,product_master,,斩业星熊 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0163,CREATE_BASELINE,product_master,,斩业星熊 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0165,CREATE_BASELINE,product_master,,斩业星熊 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0001,CREATE_BASELINE,product_master,,新约能天使 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0003,CREATE_BASELINE,product_master,,新约能天使 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0006,CREATE_BASELINE,product_master,,新约能天使 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0005,CREATE_BASELINE,product_master,,新约能天使 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0007,CREATE_BASELINE,product_master,,新约能天使 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0002,CREATE_BASELINE,product_master,,新约能天使 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0004,CREATE_BASELINE,product_master,,新约能天使 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0092,CREATE_BASELINE,product_master,,望 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0094,CREATE_BASELINE,product_master,,望 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0097,CREATE_BASELINE,product_master,,望 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0096,CREATE_BASELINE,product_master,,望 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0098,CREATE_BASELINE,product_master,,望 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0093,CREATE_BASELINE,product_master,,望 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0095,CREATE_BASELINE,product_master,,望 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0113,CREATE_BASELINE,product_master,,死芒 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0115,CREATE_BASELINE,product_master,,死芒 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0118,CREATE_BASELINE,product_master,,死芒 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0117,CREATE_BASELINE,product_master,,死芒 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0119,CREATE_BASELINE,product_master,,死芒 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0114,CREATE_BASELINE,product_master,,死芒 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0116,CREATE_BASELINE,product_master,,死芒 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0043,CREATE_BASELINE,product_master,,焰狐龙梓兰 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0045,CREATE_BASELINE,product_master,,焰狐龙梓兰 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0048,CREATE_BASELINE,product_master,,焰狐龙梓兰 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0047,CREATE_BASELINE,product_master,,焰狐龙梓兰 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0049,CREATE_BASELINE,product_master,,焰狐龙梓兰 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0044,CREATE_BASELINE,product_master,,焰狐龙梓兰 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0046,CREATE_BASELINE,product_master,,焰狐龙梓兰 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0120,CREATE_BASELINE,product_master,,真言 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0122,CREATE_BASELINE,product_master,,真言 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0125,CREATE_BASELINE,product_master,,真言 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0124,CREATE_BASELINE,product_master,,真言 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0126,CREATE_BASELINE,product_master,,真言 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0121,CREATE_BASELINE,product_master,,真言 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0123,CREATE_BASELINE,product_master,,真言 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0029,CREATE_BASELINE,product_master,,纯烬艾雅法拉 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0031,CREATE_BASELINE,product_master,,纯烬艾雅法拉 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0034,CREATE_BASELINE,product_master,,纯烬艾雅法拉 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0033,CREATE_BASELINE,product_master,,纯烬艾雅法拉 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0035,CREATE_BASELINE,product_master,,纯烬艾雅法拉 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0030,CREATE_BASELINE,product_master,,纯烬艾雅法拉 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0032,CREATE_BASELINE,product_master,,纯烬艾雅法拉 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0099,CREATE_BASELINE,product_master,,结城理 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0101,CREATE_BASELINE,product_master,,结城理 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0104,CREATE_BASELINE,product_master,,结城理 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0103,CREATE_BASELINE,product_master,,结城理 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0105,CREATE_BASELINE,product_master,,结城理 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0100,CREATE_BASELINE,product_master,,结城理 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0102,CREATE_BASELINE,product_master,,结城理 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0022,CREATE_BASELINE,product_master,,维娜·维多利亚 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0024,CREATE_BASELINE,product_master,,维娜·维多利亚 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0027,CREATE_BASELINE,product_master,,维娜·维多利亚 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0026,CREATE_BASELINE,product_master,,维娜·维多利亚 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0028,CREATE_BASELINE,product_master,,维娜·维多利亚 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0023,CREATE_BASELINE,product_master,,维娜·维多利亚 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0025,CREATE_BASELINE,product_master,,维娜·维多利亚 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0106,CREATE_BASELINE,product_master,,缄默德克萨斯 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0108,CREATE_BASELINE,product_master,,缄默德克萨斯 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0111,CREATE_BASELINE,product_master,,缄默德克萨斯 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0110,CREATE_BASELINE,product_master,,缄默德克萨斯 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0112,CREATE_BASELINE,product_master,,缄默德克萨斯 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0107,CREATE_BASELINE,product_master,,缄默德克萨斯 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0109,CREATE_BASELINE,product_master,,缄默德克萨斯 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0204,CREATE_BASELINE,product_master,,缇缇 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0206,CREATE_BASELINE,product_master,,缇缇 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0209,CREATE_BASELINE,product_master,,缇缇 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0208,CREATE_BASELINE,product_master,,缇缇 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0210,CREATE_BASELINE,product_master,,缇缇 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0205,CREATE_BASELINE,product_master,,缇缇 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0207,CREATE_BASELINE,product_master,,缇缇 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0127,CREATE_BASELINE,product_master,,缪尔赛思 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0129,CREATE_BASELINE,product_master,,缪尔赛思 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0132,CREATE_BASELINE,product_master,,缪尔赛思 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0131,CREATE_BASELINE,product_master,,缪尔赛思 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0133,CREATE_BASELINE,product_master,,缪尔赛思 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0128,CREATE_BASELINE,product_master,,缪尔赛思 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0130,CREATE_BASELINE,product_master,,缪尔赛思 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0085,CREATE_BASELINE,product_master,,荒芜拉普兰德 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0087,CREATE_BASELINE,product_master,,荒芜拉普兰德 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0090,CREATE_BASELINE,product_master,,荒芜拉普兰德 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0089,CREATE_BASELINE,product_master,,荒芜拉普兰德 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0091,CREATE_BASELINE,product_master,,荒芜拉普兰德 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0086,CREATE_BASELINE,product_master,,荒芜拉普兰德 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0088,CREATE_BASELINE,product_master,,荒芜拉普兰德 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0197,CREATE_BASELINE,product_master,,谬因 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0199,CREATE_BASELINE,product_master,,谬因 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0202,CREATE_BASELINE,product_master,,谬因 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0201,CREATE_BASELINE,product_master,,谬因 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0203,CREATE_BASELINE,product_master,,谬因 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0198,CREATE_BASELINE,product_master,,谬因 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0200,CREATE_BASELINE,product_master,,谬因 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0134,CREATE_BASELINE,product_master,,贝洛内 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0136,CREATE_BASELINE,product_master,,贝洛内 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0139,CREATE_BASELINE,product_master,,贝洛内 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0138,CREATE_BASELINE,product_master,,贝洛内 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0140,CREATE_BASELINE,product_master,,贝洛内 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0135,CREATE_BASELINE,product_master,,贝洛内 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0137,CREATE_BASELINE,product_master,,贝洛内 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0036,CREATE_BASELINE,product_master,,赤刃明霄陈 亚克力制品,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0038,CREATE_BASELINE,product_master,,赤刃明霄陈 吧唧（徽章）,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0041,CREATE_BASELINE,product_master,,赤刃明霄陈 装饰摆件,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0040,CREATE_BASELINE,product_master,,赤刃明霄陈 手办模玩,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0042,CREATE_BASELINE,product_master,,赤刃明霄陈 日用生活,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0037,CREATE_BASELINE,product_master,,赤刃明霄陈 通行证,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0039,CREATE_BASELINE,product_master,,赤刃明霄陈 毛绒玩偶,simulated_erp_sku_master,True
2026-09-05T00:00:00+08:00,internal_sku,AK-0155,CREATE_BASELINE,product_master,,酒神 亚克力制品,simulated_erp_sku_master,True
