snapshot_at,query,query_scope,target_operator,sort,collection_method,item_id,url,rank,raw_text,price,sales_proxy_min,sales_proxy_censored,category,rights_type,fulfillment_type,free_shipping,return_insurance,fast_dispatch,operator_mentions,operator_mention_count,target_relevance,ip_scope,source_file,is_simulated,rank_weight,numeric_sales_available
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,989772699900,https://item.taobao.com/item.htm?id=989772699900,18,0905尾款 明日方舟 日服6周年fes 脸颊贴贴磁吸团子挂件 周边补款 官方正版 圣约能天使 布 ¥ 104 100+人收货 广东 东莞 包邮 梦谷小屋,104.0,100.0,True,毛绒抱枕,官方/授权,预售/补款,True,False,False,新约能天使,1,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.23540891336663824,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1059684053451,https://item.taobao.com/item.htm?id=1059684053451,19,终末地通行证带扣明日方舟通用平替挂绳三角扣魔术贴挂件配件周边 钥匙扣/小挂件 尼龙 在售 ¥ 4 .5 100+人收货 浙江 嘉兴 48小时内发 包邮 塑料骑士的小店,4.5,100.0,True,亚克力立牌,未标明,现货/在售,True,False,True,,0,1.0,endfield,taobao_arknights_market_baseline_2026-09-02.json,False,0.23137821315975915,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,990330470001,https://item.taobao.com/item.htm?id=990330470001,20,0826尾款 明日方舟 日服6周年fes 芭蕾核心 徽章立牌 周边补款 官方正版 阿米娅 亚克力 ¥ 106 100+人收货 广东 东莞 包邮 梦谷小屋,106.0,100.0,True,徽章吧唧,官方/授权,预售/补款,True,False,False,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.227670248696953,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,989763195959,https://item.taobao.com/item.htm?id=989763195959,21,0826尾款 明日方舟 日服6周年fes 放松片刻 徽章立牌 周边补款 官方正版 阿米娅 亚克力 ¥ 106 100+人收货 广东 东莞 梦谷小屋,106.0,100.0,True,徽章吧唧,官方/授权,预售/补款,False,False,False,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.22424382421757544,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,948994836298,https://item.taobao.com/item.htm?id=948994836298,22,明日方舟x罗森联动周边立牌年款新岁溢锦程令黍阿米娅高颜值自制 明日方舟 现货 阿米娅 ¥ 7 .11 优惠后 100+人收货 浙江 金华 超级立减10% 48小时内发 包邮 10年老店 课桌小宇宙,7.11,100.0,True,亚克力立牌,未标明,现货/在售,True,False,True,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.22106472945750374,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1056791162275,https://item.taobao.com/item.htm?id=1056791162275,23,正版卡游×明日方舟流光绘礼收藏卡第1弹荧光徐梦动漫周边卡牌 入选IP收藏卡牌店铺 榜 徐梦 在售 卡游 ¥ 139 优惠后 100+人收货 广东 深圳 24小时内发 退货宝 包邮 蓝天动漫卡牌玩具,139.0,100.0,True,其他周边,官方/授权,现货/在售,True,True,False,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.21810429198553155,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1055168804190,https://item.taobao.com/item.htm?id=1055168804190,24,新款创意方舟周边不要弃养猫猫属性毛绒玩偶二次元创意爆款小礼物 不要弃养 毛绒 ¥ 9 .9 99人收货 浙江 金华 包邮 空白杂货店,9.9,99.0,False,毛绒抱枕,未标明,未标明,True,False,False,,0,0.0,other,taobao_arknights_market_baseline_2026-09-02.json,False,0.21533827903669653,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1043268310315,https://item.taobao.com/item.htm?id=1043268310315,25,明日方舟Q版维维美手办维什戴尔W模型潮玩摆件gk美少女雕像周边 现货 PVC 15周岁以上 ¥ 18 .9 优惠后 98人收货 广东 中山 退货宝 包邮 娜美动漫手办周边,18.9,98.0,False,其他周边,未标明,现货/在售,True,True,False,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.21274605355336318,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,991110969935,https://item.taobao.com/item.htm?id=991110969935,26,0826尾款 明日方舟 日服6周年fes 整合运动组合立牌 再贩周边补款 官方正版 阿米娅 布 ¥ 123 96人收货 广东 东莞 包邮 梦谷小屋,123.0,96.0,False,亚克力立牌,官方/授权,预售/补款,True,False,False,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.2103099178571525,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1012838094517,https://item.taobao.com/item.htm?id=1012838094517,27,【明日方舟·花钱&衡钱】金属珐琅界园志异肉鸽挂件痛包漫展周边 ¥ 18 95人收货 福建 泉州 退货宝 包邮 5年老店 吃谷联盟,18.0,95.0,False,其他周边,未标明,未标明,True,True,False,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.20801459767650948,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,597525028979,https://item.taobao.com/item.htm?id=597525028979,28,动漫游戏周边二次元明日能天使阿米娅罗德岛眼罩睡眠遮光冰敷 ¥ 15 .68 补贴后 91人收货 广东 江门 淘金币已抵0.32元 退货宝 48小时内发 18年老店 T恤世家个性订制diy,15.68,91.0,False,其他周边,未标明,现货/在售,False,True,True,新约能天使,1,0.0,other,taobao_arknights_market_baseline_2026-09-02.json,False,0.20584683246043448,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1068416679495,https://item.taobao.com/item.htm?id=1068416679495,29,明日方舟终末地周边陈千语徽章士气章魔术贴织唛布贴背包衣服装饰 陈千语 徽章 ¥ 15 89人收货 江苏 南京 退货宝 48小时内发 包邮 异界小屋,15.0,89.0,False,徽章吧唧,未标明,现货/在售,True,True,True,,0,1.0,endfield,taobao_arknights_market_baseline_2026-09-02.json,False,0.2037950470905062,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,949905120460,https://item.taobao.com/item.htm?id=949905120460,30,通行证保护膜明日方舟镭射保护套透明软套挂件便宜卡套周边二次元 钥匙扣/小挂件 明日方舟 塑料 ¥ 3 .9 89人收货 浙江 嘉兴 48小时内发 包邮 塑料骑士的小店,3.9,89.0,False,亚克力立牌,未标明,现货/在售,True,False,True,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.20184908658209985,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1048831428301,https://item.taobao.com/item.htm?id=1048831428301,31,终末地洛茜小众香氛配饰角色印象香氛奇葩猎奇体味二次元袜子周边 洛茜 抱枕/靠垫 真丝 ¥ 25 .8 补贴后 88人收货 河南 郑州 超级立减10% 12期 淘金币已抵1.2元 4D破壁社,25.8,88.0,False,毛绒抱枕,未标明,未标明,False,False,False,,0,0.0,endfield,taobao_arknights_market_baseline_2026-09-02.json,False,0.2,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1065243841321,https://item.taobao.com/item.htm?id=1065243841321,32,明日方舟红山动物园联动周边帽子包挂饰夏萌同栖款可爱小包挂件女 钥匙扣/小挂件 绒布 在售 ¥ 26 .59 优惠后 87人收货 浙江 金华 超级立减15% 48小时内发 包邮 王林祥的百宝箱,26.59,87.0,False,其他周边,未标明,现货/在售,True,False,True,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.19823986317056053,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1066720116463,https://item.taobao.com/item.htm?id=1066720116463,33,明日方舟终末地 蚀刻章 三位一体镀层 亚克力冰箱贴 同人周边 终末地 DIY 男女通用 ¥ 39 .2 补贴后 86人收货 浙江 金华 淘金币已抵0.8元 退货宝 包邮 盐辛水产,39.2,86.0,False,亚克力立牌,同人原创,未标明,True,True,False,,0,1.0,endfield,taobao_arknights_market_baseline_2026-09-02.json,False,0.1965616322328226,True
2026-09-02T11:55:00+08:00,明日方舟 周边,market_baseline,,销量,logged_in_visible_search_snapshot,1034076539031,https://item.taobao.com/item.htm?id=1034076539031,34,万代明日方舟Pajamars Mofu睡衣玩偶服系列盲盒潮玩周边摆件礼物 端盒 现货 联名系列 ¥ 48 .9 优惠后 86人收货 广东 广州 48小时内发 包邮 奇趣潮玩盲盒铺,48.9,86.0,False,毛绒抱枕,官方/授权,现货/在售,True,False,True,,0,1.0,arknights,taobao_arknights_market_baseline_2026-09-02.json,False,0.1949590218937863,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,989772699900,https://item.taobao.com/item.htm?id=989772699900,1,0905尾款 明日方舟 日服6周年fes 脸颊贴贴磁吸团子挂件 周边补款 官方正版 圣约能天使 布 ¥ 104 100+人收货 广东 东莞 包邮 梦谷小屋,104.0,100.0,True,毛绒抱枕,官方/授权,预售/补款,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,1.0,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,990339882996,https://item.taobao.com/item.htm?id=990339882996,2,0906尾款 明日方舟 日服6周年fes Q版警示看板夹vol4弹 周边补款 官方正版 阿米娅 亚克力 ¥ 44 46人收货 广东 东莞 梦谷小屋,44.0,46.0,False,亚克力立牌,官方/授权,预售/补款,False,False,False,,0,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.6309297535714575,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,991793004291,https://item.taobao.com/item.htm?id=991793004291,3,0826尾款 明日方舟 日服6周年fes 卡片风 亚克力挂件 周边补款 官方正版 阿米娅 亚克力 ¥ 78 28人收货 广东 东莞 梦谷小屋,78.0,28.0,False,亚克力立牌,官方/授权,预售/补款,False,False,False,,0,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.5,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,995038309265,https://item.taobao.com/item.htm?id=995038309265,4,明日方舟通行证48.0 新约能天使一对 维什戴尔塑心 黍 代餐三层 蕾缪安 亚克力 在售 ¥ 38 .32 补贴后 26人收货 浙江 金华 淘金币已抵1.18元 退货宝 48小时内发 精选动漫周边,38.32,26.0,False,亚克力立牌,未标明,现货/在售,False,True,True,新约能天使|塑心|黍,3,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.43067655807339306,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,995727507003,https://item.taobao.com/item.htm?id=995727507003,5,明日方舟 凯尔希26.0通行证挂件一对精一精二亚克力周边认证礼物 凯尔希 亚克力 在售 ¥ 44 优惠后 21人收货 山东 滨州 退货宝 包邮 万事屋の,44.0,21.0,False,亚克力立牌,未标明,现货/在售,True,True,False,凯尔希·思衡托,1,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.38685280723454163,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,950224795262,https://item.taobao.com/item.htm?id=950224795262,6,辉夜白兔原创新约能天使明日方舟二次元游戏周边可定制等身抱枕套 新约能天使 抱枕/靠垫 毛绒 ¥ 69 优惠后 15人收货 浙江 金华 包邮 辉夜白兔の抱枕小屋,69.0,15.0,False,毛绒抱枕,同人原创,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.3562071871080222,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1055817716227,https://item.taobao.com/item.htm?id=1055817716227,7,明日方舟同人二创银灰周边能天使挂件罗格斯阿米娅拉普兰德大立牌 罗格斯 吊饰/挂件 ¥ 18 .9 12人收货 广东 深圳 48小时内发 包邮 穆葵小店,18.9,12.0,False,亚克力立牌,同人原创,现货/在售,True,False,True,荒芜拉普兰德|新约能天使|凛御银灰,3,0.45,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.3333333333333333,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1052812808029,https://item.taobao.com/item.htm?id=1052812808029,8,新约能天使明日方舟元喵创造社原厂热升华动漫游戏二次元周边键帽 在售 12岁以上 12岁及以上 ¥ 85 优惠后 12人收货 福建 厦门 48小时内发 包邮 元喵创造社YMiao,85.0,12.0,False,生活数码,未标明,现货/在售,True,False,True,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.31546487678572877,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,920525753802,https://item.taobao.com/item.htm?id=920525753802,9,ARK 新约能天使 二游谷子周边游戏鼠标垫桌垫键盘垫可定制 鼠标垫 14周岁以上 ¥ 11 .64 补贴后 12人收货 浙江 金华 淘金币已抵0.36元 包邮 御萌宅品原创动漫周边,11.64,12.0,False,生活数码,同人原创,未标明,True,False,False,新约能天使,1,1.0,other,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.3010299956639812,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,996810327723,https://item.taobao.com/item.htm?id=996810327723,10,正版同人原创奇思妙想手作明日方舟新约能天使手链手绳周边非DIY ¥ 15 .06 补贴后 10人收货 广东 广州 淘金币已抵0.34元 包邮 公益宝贝 奇思妙想手作,15.06,10.0,False,生活数码,同人原创,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.2890648263178879,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,934621870094,https://item.taobao.com/item.htm?id=934621870094,11,现货丨明日方舟新约能天使蕾缪安周边挂件吧唧流麻徽章镭射塔罗拍 入选明日方舟衍生店铺 榜 徽章/纽扣 新约能天使、蕾缪安 多材质 ¥ 5 .34 补贴后 9人收货 河北 张家口 淘金币已抵0.16元 6年老店 星屑剧团,5.34,9.0,False,徽章吧唧,未标明,现货/在售,False,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.27894294565112987,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1000488284508,https://item.taobao.com/item.htm?id=1000488284508,12,小软糖·明日方舟同人周边挂件徽章小卡酒神余W逻各斯普瑞赛斯 亚克力 在售 同人版 ¥ 7 9人收货 贵州 贵阳 11年老店 呜喵王的店,7.0,9.0,False,徽章吧唧,同人原创,现货/在售,False,False,False,酒神,1,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.27023815442731974,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,955652255777,https://item.taobao.com/item.htm?id=955652255777,13,明日方舟同人周边蕾缪安新约能天使色纸亚克力挂件摇摇乐仓鼠饭团 蕾缪安 亚克力 同人版 ¥ 16 6人收货 上海 可口大米仓,16.0,6.0,False,亚克力立牌,同人原创,未标明,False,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.26264953503719357,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,998178276972,https://item.taobao.com/item.htm?id=998178276972,14,明日方舟周边同人空弦10cm棉花娃娃二次元游戏毛绒玩偶公仔送女生 入选棉花美娃娃店铺 榜 空弦 毛绒公仔 男女通用 ¥ 23 .8 6人收货 河北 保定 48小时内发 包邮 娃妈优选店,23.8,6.0,False,毛绒抱枕,同人原创,现货/在售,True,False,True,,0,0.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.2559580248098155,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,968738826958,https://item.taobao.com/item.htm?id=968738826958,15,辉夜白兔原创新约能天使明日方舟二次元游戏周边可定制等身抱枕套 新约能天使 抱枕/靠垫 毛绒 ¥ 69 优惠后 5人收货 浙江 金华 包邮 辉夜白兔の抱枕小屋,69.0,5.0,False,毛绒抱枕,同人原创,未标明,True,False,False,新约能天使,1,1.0,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.25,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1033638763436,https://item.taobao.com/item.htm?id=1033638763436,16,明日方舟同人能天使亚克力立牌摆件游戏周边钥匙扣挂件送生日礼物 能天使 亚克力 在售 ¥ 6 .9 5人收货 浙江 杭州 包邮 茉茉の小店,6.9,5.0,False,亚克力立牌,同人原创,现货/在售,True,False,False,新约能天使,1,0.45,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.24465054211822604,True
2026-09-02T11:46:26+08:00,明日方舟 新约能天使 周边,targeted,新约能天使,销量,logged_in_visible_search_snapshot,1001746368089,https://item.taobao.com/item.htm?id=1001746368089,17,【现货】小乐相册 | 明日方舟 能天使 2025生贺企划 同人周边 徽章/纽扣 能天使 徽章 ¥ 5 5人收货 上海 7年老店 Luby Cafe,5.0,5.0,False,徽章吧唧,同人原创,现货/在售,False,False,False,新约能天使,1,0.45,arknights,taobao_new_exusiai_sales_snapshot_2026-09-02.json,False,0.23981246656813146,True
