sku_id,operator,category,heat_score,price,unit_cost,live_fit,production_risk,page_views,orders,launch_inventory,sold_units,return_units,is_simulated,simulation_seed,gross_margin_rate,sell_through_rate,conversion_rate,return_rate,gmv,inventory_risk,selection_score,recommendation
望-徽章,望,徽章,51.8065,18.0,5.4,0.9,0.15,5840,483,653,567,17,True,20260901,0.7,0.8683001531393568,0.0827054794520548,0.029982363315696647,10206.0,24.112903225806452,62.82958440860215,常规上架
纯烬艾雅法拉-色纸,纯烬艾雅法拉,色纸,59.3571,30.0,8.4,0.75,0.15,4979,400,575,499,17,True,20260901,0.7200000000000001,0.8678260869565217,0.08033741715203856,0.03406813627254509,14970.0,34.623655913978496,62.651216021505384,常规上架
凛御银灰-亚克力立牌,凛御银灰,亚克力立牌,56.7742,48.0,16.8,0.85,0.25,4391,388,565,476,18,True,20260901,0.65,0.8424778761061947,0.08836255978137099,0.037815126050420166,22848.0,44.48924731182797,61.83602344086022,常规上架
佩佩-徽章,佩佩,徽章,40.8548,18.0,5.4,0.9,0.15,3791,315,463,402,7,True,20260901,0.7,0.8682505399568035,0.08309153257715643,0.017412935323383085,7236.0,13.145161290322582,61.286009892473125,常规上架
Mon3tr-徽章,Mon3tr,徽章,54.0645,18.0,5.4,0.9,0.15,6377,512,754,655,17,True,20260901,0.7,0.8687002652519894,0.08028853692959072,0.025954198473282442,11790.0,14.166666666666666,61.11451129032258,常规上架
缪尔赛思-徽章,缪尔赛思,徽章,48.7581,18.0,5.4,0.9,0.15,4790,390,452,393,12,True,20260901,0.7,0.8694690265486725,0.081419624217119,0.030534351145038167,7074.0,13.709677419354838,61.01990311827957,常规上架
结城理-徽章,结城理,徽章,52.371,18.0,5.4,0.9,0.15,5116,407,571,496,10,True,20260901,0.7,0.8686514886164624,0.07955433932759969,0.020161290322580645,8928.0,9.381720430107531,60.76237526881721,常规上架
佩佩-色纸,佩佩,色纸,40.8548,30.0,8.4,0.75,0.15,4618,375,480,417,11,True,20260901,0.7200000000000001,0.86875,0.08120398440883499,0.026378896882494004,12510.0,13.373655913978498,60.35455827956989,常规上架
归溟幽灵鲨-亚克力立牌,归溟幽灵鲨,亚克力立牌,56.6613,48.0,16.8,0.85,0.25,5541,463,618,521,17,True,20260901,0.65,0.843042071197411,0.08355892438188053,0.03262955854126679,25008.0,37.25806451612904,59.944626559139785,常规上架
丰川祥子-亚克力立牌,丰川祥子,亚克力立牌,61.7419,48.0,16.8,0.85,0.25,4984,406,577,486,10,True,20260901,0.65,0.8422876949740035,0.08146067415730338,0.0205761316872428,23328.0,27.365591397849467,59.87740870967741,常规上架
酒神-色纸,酒神,色纸,45.1452,30.0,8.4,0.75,0.15,4113,330,418,363,10,True,20260901,0.7200000000000001,0.868421052631579,0.08023340627279359,0.027548209366391185,10890.0,18.11827956989247,59.71560301075269,常规上架
真言-亚克力立牌,真言,亚克力立牌,48.871,48.0,16.8,0.85,0.25,4703,407,613,517,15,True,20260901,0.65,0.8433931484502447,0.08654050605996173,0.029013539651837523,24816.0,31.182795698924735,59.66667634408602,常规上架
重岳-亚克力立牌,重岳,亚克力立牌,52.2581,48.0,16.8,0.85,0.25,5749,482,697,587,14,True,20260901,0.65,0.8421807747489239,0.08384066794225083,0.02385008517887564,28176.0,31.693548387096776,59.663989139784945,常规上架
真言-徽章,真言,徽章,48.871,18.0,5.4,0.9,0.15,4791,386,509,442,11,True,20260901,0.7,0.8683693516699411,0.08056773116259654,0.024886877828054297,7956.0,16.693548387096776,59.626353763440854,常规上架
娜斯提-徽章,娜斯提,徽章,37.9194,18.0,5.4,0.9,0.15,4348,356,542,471,9,True,20260901,0.7,0.8690036900369004,0.08187672493100276,0.01910828025477707,8478.0,3.5752688172042992,59.4268952688172,常规上架
黍-徽章,黍,徽章,55.4194,18.0,5.4,0.9,0.15,5444,422,626,544,18,True,20260901,0.7,0.8690095846645367,0.0775165319617928,0.03308823529411765,9792.0,19.00537634408602,59.262916774193556,常规上架
结城理-色纸,结城理,色纸,52.371,30.0,8.4,0.75,0.15,4047,309,441,383,8,True,20260901,0.7200000000000001,0.8684807256235828,0.07635285396590066,0.020887728459530026,11490.0,11.048387096774192,59.20323548387098,常规上架
荒芜拉普兰德-亚克力立牌,荒芜拉普兰德,亚克力立牌,52.1452,48.0,16.8,0.85,0.25,5402,448,583,491,13,True,20260901,0.65,0.8421955403087479,0.08293224731580896,0.026476578411405296,23568.0,33.225806451612904,58.67044172043011,常规上架
贝洛内-徽章,贝洛内,徽章,47.5161,18.0,5.4,0.9,0.15,4891,388,512,445,14,True,20260901,0.7,0.869140625,0.07932938049478634,0.03146067415730337,8010.0,15.75268817204301,58.50751817204301,常规上架
纯烬艾雅法拉-亚克力立牌,纯烬艾雅法拉,亚克力立牌,59.3571,48.0,16.8,0.85,0.25,5584,457,619,522,21,True,20260901,0.65,0.8432956381260097,0.08184097421203439,0.040229885057471264,25056.0,41.693548387096776,58.05175365591397,常规上架
缪尔赛思-色纸,缪尔赛思,色纸,48.7581,30.0,8.4,0.75,0.15,4950,380,501,435,12,True,20260901,0.7200000000000001,0.8682634730538922,0.07676767676767676,0.027586206896551724,13050.0,21.532258064516135,57.87742999999999,常规上架
Mon3tr-色纸,Mon3tr,色纸,54.0645,30.0,8.4,0.75,0.15,5007,382,538,467,15,True,20260901,0.7200000000000001,0.8680297397769516,0.07629318953465149,0.032119914346895075,14010.0,30.322580645161292,57.62257580645161,常规上架
维娜·维多利亚-徽章,维娜·维多利亚,徽章,59.7097,18.0,5.4,0.9,0.15,5197,394,488,424,14,True,20260901,0.7,0.8688524590163934,0.0758129690205888,0.0330188679245283,7632.0,20.860215053763444,57.13871645161291,常规上架
焰狐龙梓兰-亚克力立牌,焰狐龙梓兰,亚克力立牌,58.8065,48.0,16.8,0.85,0.25,5813,471,656,553,23,True,20260901,0.65,0.8429878048780488,0.08102528814725615,0.04159132007233273,26544.0,44.0994623655914,56.516949999999994,常规上架
纯烬艾雅法拉-毛绒,纯烬艾雅法拉,毛绒,59.3571,128.0,61.44,0.8,0.45,5080,437,745,593,32,True,20260901,0.52,0.7959731543624161,0.08602362204724409,0.05396290050590219,75904.0,59.543010752688176,55.9818611827957,常规上架
荒芜拉普兰德-色纸,荒芜拉普兰德,色纸,52.1452,30.0,8.4,0.75,0.15,4573,344,462,401,9,True,20260901,0.7200000000000001,0.8679653679653679,0.07522414170129019,0.022443890274314215,12030.0,19.932795698924735,55.82769978494624,常规上架
酒神-徽章,酒神,徽章,45.1452,18.0,5.4,0.9,0.15,6036,469,620,538,15,True,20260901,0.7,0.867741935483871,0.07770046388336647,0.027881040892193308,9684.0,27.95698924731183,55.446785806451615,常规上架
余-色纸,余,色纸,46.6129,30.0,8.4,0.75,0.15,4495,341,477,414,10,True,20260901,0.7200000000000001,0.8679245283018868,0.07586206896551724,0.024154589371980676,12420.0,22.41935483870968,55.04838612903226,常规上架
予愿安洁莉娜-毛绒,予愿安洁莉娜,毛绒,62.1728,128.0,61.44,0.8,0.45,5300,439,686,546,28,True,20260901,0.52,0.7959183673469388,0.08283018867924528,0.05128205128205128,69888.0,58.62903225806452,54.98248516129033,常规上架
余-徽章,余,徽章,46.6129,18.0,5.4,0.9,0.15,5495,419,585,508,11,True,20260901,0.7,0.8683760683760684,0.07625113739763421,0.021653543307086614,9144.0,13.293010752688167,54.93413881720431,常规上架
赤刃明霄陈-色纸,赤刃明霄陈,色纸,58.8065,30.0,8.4,0.75,0.15,4327,309,366,318,6,True,20260901,0.7200000000000001,0.8688524590163934,0.0714120637855327,0.018867924528301886,9540.0,5.255376344086023,54.616412365591394,常规上架
焰狐龙梓兰-徽章,焰狐龙梓兰,徽章,58.8065,18.0,5.4,0.9,0.15,5196,386,488,424,14,True,20260901,0.7,0.8688524590163934,0.07428791377983064,0.0330188679245283,7632.0,20.860215053763444,54.448401612903226,常规上架
凛御银灰-色纸,凛御银灰,色纸,56.7742,30.0,8.4,0.75,0.15,5068,370,578,502,14,True,20260901,0.7200000000000001,0.8685121107266436,0.07300710339384373,0.027888446215139442,15060.0,18.736559139784948,54.27150731182796,常规上架
凯尔希·思衡托-毛绒,凯尔希·思衡托,毛绒,68.4032,128.0,61.44,0.8,0.45,5532,448,657,523,26,True,20260901,0.52,0.7960426179604262,0.08098336948662328,0.0497131931166348,66944.0,57.01612903225807,54.109669677419355,常规上架
死芒-毛绒,死芒,毛绒,49.3226,128.0,61.44,0.8,0.45,6080,535,862,686,33,True,20260901,0.52,0.7958236658932715,0.08799342105263158,0.048104956268221574,87808.0,58.06451612903226,54.087102580645166,常规上架
缄默德克萨斯-亚克力立牌,缄默德克萨斯,亚克力立牌,50.7903,48.0,16.8,0.85,0.25,4392,344,518,437,12,True,20260901,0.65,0.8436293436293436,0.07832422586520947,0.02745995423340961,20976.0,27.392473118279568,53.84730505376344,常规上架
真言-色纸,真言,色纸,48.871,30.0,8.4,0.75,0.15,4287,317,459,399,11,True,20260901,0.7200000000000001,0.869281045751634,0.07394448332167017,0.02756892230576441,11970.0,10.376344086021508,53.704310752688166,常规上架
赤刃明霄陈-毛绒,赤刃明霄陈,毛绒,58.8065,128.0,61.44,0.8,0.45,4462,367,525,418,20,True,20260901,0.52,0.7961904761904762,0.08225011205737337,0.04784688995215311,53504.0,55.161290322580655,53.67420806451613,常规上架
Mon3tr-毛绒,Mon3tr,毛绒,54.0645,128.0,61.44,0.8,0.45,5044,427,645,513,26,True,20260901,0.52,0.7953488372093023,0.08465503568596353,0.050682261208576995,65664.0,63.266129032258064,53.537898387096774,常规上架
Mon3tr-亚克力立牌,Mon3tr,亚克力立牌,54.0645,48.0,16.8,0.85,0.25,4496,350,484,408,13,True,20260901,0.65,0.8429752066115702,0.07784697508896797,0.031862745098039214,19584.0,37.916666666666664,53.45456505376344,常规上架
塑心-色纸,塑心,色纸,40.9677,30.0,8.4,0.75,0.15,3866,291,425,369,8,True,20260901,0.7200000000000001,0.8682352941176471,0.07527159855147439,0.02168021680216802,11070.0,16.344086021505383,53.15590139784947,常规上架
焰狐龙梓兰-毛绒,焰狐龙梓兰,毛绒,58.8065,128.0,61.44,0.8,0.45,4961,407,632,503,23,True,20260901,0.52,0.7958860759493671,0.082039911308204,0.04572564612326044,64384.0,56.02150537634409,53.10431559139786,常规上架
黍-亚克力立牌,黍,亚克力立牌,55.4194,48.0,16.8,0.85,0.25,4996,387,570,480,15,True,20260901,0.65,0.8421052631578947,0.07746196957566052,0.03125,23040.0,40.84677419354839,53.084153333333326,常规上架
真言-毛绒,真言,毛绒,48.871,128.0,61.44,0.8,0.45,5170,435,631,502,24,True,20260901,0.52,0.7955625990491284,0.08413926499032882,0.04780876494023904,64256.0,59.94623655913979,52.15054731182795,常规上架
贝洛内-色纸,贝洛内,色纸,47.5161,30.0,8.4,0.75,0.15,4089,299,404,351,10,True,20260901,0.7200000000000001,0.8688118811881188,0.0731230129616043,0.02849002849002849,10530.0,15.81989247311828,52.10832462365592,常规上架
丰川祥子-毛绒,丰川祥子,毛绒,61.7419,128.0,61.44,0.8,0.45,4986,404,533,424,22,True,20260901,0.52,0.7954971857410882,0.08102687525070197,0.05188679245283019,54272.0,62.661290322580655,51.869344193548386,常规上架
维娜·维多利亚-亚克力立牌,维娜·维多利亚,亚克力立牌,59.7097,48.0,16.8,0.85,0.25,6077,462,659,555,20,True,20260901,0.65,0.842185128983308,0.07602435412209972,0.036036036036036036,26640.0,44.22043010752688,51.77581322580646,常规上架
死芒-色纸,死芒,色纸,49.3226,30.0,8.4,0.75,0.15,4512,330,484,420,12,True,20260901,0.7200000000000001,0.8677685950413223,0.07313829787234043,0.02857142857142857,12600.0,28.62903225806452,51.530650967741934,常规上架
归溟幽灵鲨-徽章,归溟幽灵鲨,徽章,56.6613,18.0,5.4,0.9,0.15,5402,390,478,415,11,True,20260901,0.7,0.8682008368200836,0.07219548315438726,0.02650602409638554,7470.0,21.048387096774192,51.20537924731183,常规上架
司霆惊蛰-亚克力立牌,司霆惊蛰,亚克力立牌,46.5,48.0,16.8,0.85,0.25,4890,387,578,487,21,True,20260901,0.65,0.842560553633218,0.07914110429447853,0.043121149897330596,23376.0,47.28494623655914,50.89354838709678,常规上架
酒神-亚克力立牌,酒神,亚克力立牌,45.1452,48.0,16.8,0.85,0.25,4112,321,403,340,13,True,20260901,0.65,0.8436724565756824,0.07806420233463035,0.03823529411764706,16320.0,38.46774193548387,50.88495784946237,常规上架
望-色纸,望,色纸,51.8065,30.0,8.4,0.75,0.15,4675,333,501,435,12,True,20260901,0.7200000000000001,0.8682634730538922,0.07122994652406417,0.027586206896551724,13050.0,21.532258064516135,50.40485322580645,常规上架
望-亚克力立牌,望,亚克力立牌,51.8065,48.0,16.8,0.85,0.25,4465,342,414,349,15,True,20260901,0.65,0.8429951690821256,0.07659574468085106,0.04297994269340974,16752.0,44.38172043010753,50.356466129032256,常规上架
新约能天使-毛绒,新约能天使,毛绒,71.0,128.0,61.44,0.8,0.45,5610,429,645,513,25,True,20260901,0.52,0.7953488372093023,0.07647058823529412,0.04873294346978557,65664.0,62.29838709677419,50.32822580645161,常规上架
缇缇-亚克力立牌,缇缇,亚克力立牌,32.1613,48.0,16.8,0.85,0.25,4612,378,568,479,20,True,20260901,0.65,0.8433098591549296,0.08196010407632263,0.04175365344467641,22992.0,42.123655913978496,50.1725835483871,常规上架
归溟幽灵鲨-色纸,归溟幽灵鲨,色纸,56.6613,30.0,8.4,0.75,0.15,5065,352,419,364,10,True,20260901,0.7200000000000001,0.8687350835322196,0.06949654491609082,0.027472527472527472,10920.0,15.51075268817204,50.044088924731184,常规上架
结城理-毛绒,结城理,毛绒,52.371,128.0,61.44,0.8,0.45,4847,393,603,480,22,True,20260901,0.52,0.7960199004975125,0.08108108108108109,0.04583333333333333,61440.0,55.376344086021504,49.947859139784946,常规上架
缄默德克萨斯-色纸,缄默德克萨斯,色纸,50.7903,30.0,8.4,0.75,0.15,4251,299,437,380,12,True,20260901,0.7200000000000001,0.8695652173913043,0.07033639143730887,0.031578947368421054,11400.0,15.107526881720432,49.613434086021506,常规上架
斩业星熊-毛绒,斩业星熊,毛绒,45.4078,128.0,61.44,0.8,0.45,4982,410,650,517,23,True,20260901,0.52,0.7953846153846154,0.08229626655961461,0.04448742746615087,66176.0,58.80376344086022,49.45164107526882,常规上架
结城理-亚克力立牌,结城理,亚克力立牌,52.371,48.0,16.8,0.85,0.25,5121,389,530,447,20,True,20260901,0.65,0.8433962264150944,0.07596172622534661,0.0447427293064877,21456.0,43.22580645161291,49.35108494623656,常规上架
娜斯提-毛绒,娜斯提,毛绒,37.9194,128.0,61.44,0.8,0.45,5063,441,650,517,29,True,20260901,0.52,0.7953846153846154,0.08710250839423267,0.05609284332688588,66176.0,65.33602150537635,49.29383075268818,常规上架
缪尔赛思-亚克力立牌,缪尔赛思,亚克力立牌,48.7581,48.0,16.8,0.85,0.25,5021,383,586,494,18,True,20260901,0.65,0.8430034129692833,0.0762796255725951,0.03643724696356275,23712.0,40.215053763440864,49.21345150537635,常规上架
荒芜拉普兰德-毛绒,荒芜拉普兰德,毛绒,52.1452,128.0,61.44,0.8,0.45,4226,341,465,370,16,True,20260901,0.52,0.7956989247311828,0.08069096071935637,0.043243243243243246,47360.0,56.102150537634415,49.16237720430108,常规上架
予愿安洁莉娜-徽章,予愿安洁莉娜,徽章,62.1728,18.0,5.4,0.9,0.15,6436,443,624,542,13,True,20260901,0.7,0.8685897435897436,0.06883157240522063,0.023985239852398525,9756.0,13.306451612903228,48.955603440860216,常规上架
谬因-亚克力立牌,谬因,亚克力立牌,37.4677,48.0,16.8,0.85,0.25,5416,429,551,464,15,True,20260901,0.65,0.8421052631578947,0.07920974889217135,0.032327586206896554,22272.0,42.54032258064517,48.81961107526882,常规上架
塑心-徽章,塑心,徽章,40.9677,18.0,5.4,0.9,0.15,4859,363,515,447,14,True,20260901,0.7,0.8679611650485437,0.07470672977979008,0.03131991051454139,8046.0,30.295698924731184,48.79837451612903,常规上架
维娜·维多利亚-色纸,维娜·维多利亚,色纸,59.7097,30.0,8.4,0.75,0.15,5639,379,511,444,10,True,20260901,0.7200000000000001,0.8688845401174168,0.06721049831530414,0.02252252252252252,13320.0,7.903225806451614,48.654845483870965,常规上架
佩佩-亚克力立牌,佩佩,亚克力立牌,40.8548,48.0,16.8,0.85,0.25,4161,321,439,370,14,True,20260901,0.65,0.8428246013667426,0.07714491708723864,0.03783783783783784,17760.0,43.25268817204301,48.31289161290323,常规上架
维娜·维多利亚-毛绒,维娜·维多利亚,毛绒,59.7097,128.0,61.44,0.8,0.45,5084,392,543,432,24,True,20260901,0.52,0.7955801104972375,0.07710464201416208,0.05555555555555555,55296.0,63.27956989247312,47.972049784946236,常规上架
谬因-徽章,谬因,徽章,37.4677,18.0,5.4,0.9,0.15,5512,404,547,475,10,True,20260901,0.7,0.8683729433272395,0.07329462989840348,0.021052631578947368,8550.0,13.01075268817205,47.86396591397849,常规上架
黍-色纸,黍,色纸,55.4194,30.0,8.4,0.75,0.15,4343,299,409,355,10,True,20260901,0.7200000000000001,0.8679706601466992,0.0688464195256735,0.028169014084507043,10650.0,25.779569892473116,47.676895268817205,常规上架
余-亚克力立牌,余,亚克力立牌,46.6129,48.0,16.8,0.85,0.25,5008,380,483,407,16,True,20260901,0.65,0.8426501035196687,0.07587859424920128,0.03931203931203931,19536.0,44.56989247311829,47.32795602150538,常规上架
斩业星熊-色纸,斩业星熊,色纸,45.4078,30.0,8.4,0.75,0.15,4177,290,369,321,10,True,20260901,0.7200000000000001,0.8699186991869918,0.06942781900885803,0.03115264797507788,9630.0,13.548387096774194,46.70298516129032,常规上架
谬因-色纸,谬因,色纸,37.4677,30.0,8.4,0.75,0.15,3641,259,315,274,8,True,20260901,0.7200000000000001,0.8698412698412699,0.07113430376270255,0.029197080291970802,8220.0,12.1505376344086,46.55751430107526,常规上架
怒潮凛冬-徽章,怒潮凛冬,徽章,40.0645,18.0,5.4,0.9,0.15,4535,330,386,335,11,True,20260901,0.7,0.8678756476683938,0.07276736493936053,0.03283582089552239,6030.0,33.36021505376344,45.64031774193548,常规上架
怒潮凛冬-毛绒,怒潮凛冬,毛绒,40.0645,128.0,61.44,0.8,0.45,4293,339,497,396,23,True,20260901,0.52,0.7967806841046278,0.07896575821104122,0.05808080808080808,50688.0,58.575268817204304,43.83924247311828,谨慎测试
缇缇-徽章,缇缇,徽章,32.1613,18.0,5.4,0.9,0.15,4526,322,435,378,10,True,20260901,0.7,0.8689655172413793,0.07114449845338047,0.026455026455026454,6804.0,9.919354838709673,43.51666956989247,谨慎测试
黍-毛绒,黍,毛绒,55.4194,128.0,61.44,0.8,0.45,5604,420,575,458,23,True,20260901,0.52,0.7965217391304348,0.07494646680942184,0.05021834061135371,58624.0,55.483870967741936,43.43227161290323,谨慎测试
贝洛内-毛绒,贝洛内,毛绒,47.5161,128.0,61.44,0.8,0.45,4948,376,574,457,20,True,20260901,0.52,0.7961672473867596,0.07599029911075182,0.0437636761487965,58496.0,52.795698924731184,43.265582688172046,谨慎测试
怒潮凛冬-亚克力立牌,怒潮凛冬,亚克力立牌,40.0645,48.0,16.8,0.85,0.25,5567,417,640,539,23,True,20260901,0.65,0.8421875,0.0749056942698042,0.04267161410018553,25872.0,48.27956989247312,43.05698440860215,谨慎测试
斩业星熊-亚克力立牌,斩业星熊,亚克力立牌,45.4078,48.0,16.8,0.85,0.25,5178,377,489,412,15,True,20260901,0.65,0.8425357873210634,0.07280803398995751,0.03640776699029126,19776.0,43.22580645161291,42.58470559139786,谨慎测试
谬因-毛绒,谬因,毛绒,37.4677,128.0,61.44,0.8,0.45,4216,324,470,374,17,True,20260901,0.52,0.7957446808510639,0.07685009487666034,0.045454545454545456,47872.0,57.016129032258064,41.60321322580645,谨慎测试
重岳-色纸,重岳,色纸,52.2581,30.0,8.4,0.75,0.15,4025,222,267,232,5,True,20260901,0.7200000000000001,0.8689138576779026,0.05515527950310559,0.021551724137931036,6960.0,6.3978494623655875,41.247322473118274,谨慎测试
娜斯提-色纸,娜斯提,色纸,37.9194,30.0,8.4,0.75,0.15,4319,287,357,310,5,True,20260901,0.7200000000000001,0.8683473389355743,0.06645056726094004,0.016129032258064516,9300.0,11.4247311827957,41.12044365591398,谨慎测试
死芒-亚克力立牌,死芒,亚克力立牌,49.3226,48.0,16.8,0.85,0.25,5019,353,497,419,15,True,20260901,0.65,0.8430583501006036,0.07033273560470213,0.03579952267303103,20112.0,38.655913978494624,40.990328387096774,谨慎测试
赤刃明霄陈-亚克力立牌,赤刃明霄陈,亚克力立牌,58.8065,48.0,16.8,0.85,0.25,4456,305,458,386,14,True,20260901,0.65,0.8427947598253275,0.06844703770197487,0.03626943005181347,18528.0,42.096774193548384,40.58818655913978,谨慎测试
司霆惊蛰-毛绒,司霆惊蛰,毛绒,46.5,128.0,61.44,0.8,0.45,2627,195,267,213,8,True,20260901,0.52,0.797752808988764,0.07422915873620099,0.03755868544600939,27264.0,46.612903225806456,40.35322580645161,谨慎测试
酒神-毛绒,酒神,毛绒,45.1452,128.0,61.44,0.8,0.45,4633,346,540,430,20,True,20260901,0.52,0.7962962962962963,0.07468163177206993,0.046511627906976744,55040.0,54.13978494623656,39.83925892473118,谨慎测试
斩业星熊-徽章,斩业星熊,徽章,45.4078,18.0,5.4,0.9,0.15,5752,382,462,401,12,True,20260901,0.7,0.8679653679653679,0.06641168289290682,0.029925187032418952,7218.0,28.158602150537636,39.6989529032258,谨慎测试
塑心-亚克力立牌,塑心,亚克力立牌,40.9677,48.0,16.8,0.85,0.25,4180,295,422,356,14,True,20260901,0.65,0.8436018957345972,0.07057416267942583,0.03932584269662921,17088.0,39.78494623655914,38.693535806451614,谨慎测试
贝洛内-亚克力立牌,贝洛内,亚克力立牌,47.5161,48.0,16.8,0.85,0.25,5555,383,510,430,16,True,20260901,0.65,0.8431372549019608,0.06894689468946895,0.037209302325581395,20640.0,39.56989247311828,38.42149666666667,谨慎测试
缄默德克萨斯-毛绒,缄默德克萨斯,毛绒,50.7903,128.0,61.44,0.8,0.45,4015,290,453,361,20,True,20260901,0.52,0.7969094922737306,0.0722291407222914,0.055401662049861494,46208.0,56.82795698924731,38.36074591397849,谨慎测试
凛御银灰-毛绒,凛御银灰,毛绒,56.7742,128.0,61.44,0.8,0.45,4896,348,608,484,27,True,20260901,0.52,0.7960526315789473,0.07107843137254902,0.05578512396694215,61952.0,59.381720430107535,37.965055698924736,谨慎测试
