sku_id,operator,category,price,unit_cost,initial_stock,reorder_point,purchase_lead_time_days,sold_units,gross_sales,discount_amount,net_sales,cogs,return_units,refund_amount,average_inventory,ending_inventory,inbound_units,stockout_units,net_sales_after_refund,gross_profit,gross_margin_rate,return_rate,sell_through_rate,inventory_turnover,days_of_inventory,stockout_rate,inventory_status,recommended_action,is_simulated,simulation_seed,weekly_demand_mean,weekly_demand_std,demand_cv,xyz_class,line_count,order_count,cancelled_line_count,sold_quantity_requested,average_discount_rate,cancelled_line_rate,after_sales_case_count,resolution_days_mean,sales_share,cumulative_sales_share,abc_class,abc_xyz_class,average_inventory_value,gmroi,lost_sales_value_proxy,net_revenue_per_sold_unit,operating_action
维娜·维多利亚-手办模玩,维娜·维多利亚,手办模玩,699.0,433.38,65,55,90,41,28659.0,1328.1,27330.9,17768.579999999998,3.0,2097.0,47.53333333333333,27,0,0,25233.9,7465.320000000003,0.2958448753462605,0.073170731707317,0.6307692307692307,0.8625525946704067,59.26829268292683,0.0,replenish_now,立即补货,True,20260903,3.1538461538461537,1.7722938923964167,0.5619468439305711,Y,38,38,1,43,0.048684210526315795,0.02631578947368421,3.0,4.333333333333333,0.021148640397851474,0.26992343665678853,A,AY,20599.996,0.3623942451250963,0.0,615.4609756097561,常规监控
贝洛内-手办模玩,贝洛内,手办模玩,699.0,433.38,57,48,90,41,28659.0,1188.3,27470.7,17768.579999999998,6.0,2796.0,36.8,20,0,0,24674.7,6906.120000000003,0.279886685552408,0.1463414634146341,0.7192982456140351,1.1141304347826086,43.90243902439025,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,3.1538461538461537,1.5730095277394143,0.4987591185515216,X,42,42,3,44,0.04047619047619048,0.07142857142857142,6.0,4.333333333333333,0.020679972466597144,0.29060340912338567,A,AX,15948.383999999998,0.433029453015428,0.0,601.8219512195122,售后风险：复核质量、包装与详情页承诺
死芒-手办模玩,死芒,手办模玩,699.0,433.38,58,49,90,38,26562.0,1258.2,25303.8,16468.44,2.0,699.0,36.51111111111111,21,0,0,24604.8,8136.360000000001,0.3306818181818182,0.0526315789473684,0.6551724137931034,1.0407790626902007,49.73684210526316,0.0,replenish_now,立即补货,True,20260903,2.923076923076923,2.0191391920625676,0.6907581446529837,Y,37,37,3,41,0.041891891891891894,0.08108108108108109,2.0,6.0,0.020621388975190353,0.311224798098576,A,AY,15823.185333333335,0.5142049358961773,0.0,647.4947368421052,常规监控
Mon3tr-手办模玩,Mon3tr,手办模玩,699.0,433.38,63,53,90,39,27261.0,978.6,26282.4,16901.82,3.0,2097.0,41.31111111111111,26,0,0,24185.4,7283.580000000002,0.3011560693641619,0.0769230769230769,0.6190476190476191,0.944055944055944,60.0,0.0,replenish_now,立即补货,True,20260903,3.0,1.8257418583505538,0.6085806194501846,Y,32,32,0,39,0.0375,0.0,2.0,4.0,0.02026988802674961,0.3314946861253256,A,AY,17903.409333333333,0.40682642419615134,0.0,620.1384615384616,常规监控
娜斯提-手办模玩,娜斯提,手办模玩,699.0,433.38,52,44,90,38,26562.0,1153.35,25408.65,16468.44,2.0,1398.0,31.11111111111111,16,0,0,24010.65,7542.210000000003,0.3141193595342068,0.0526315789473684,0.7307692307692307,1.2214285714285713,37.89473684210526,0.0,replenish_now,立即补货,True,20260903,2.769230769230769,2.27866357593825,0.8228507357554792,Y,36,36,2,41,0.043055555555555555,0.05555555555555555,2.0,3.0,0.020123429298232635,0.35161811542355825,A,AY,13482.933333333332,0.5593894009216592,0.0,631.8592105263158,常规监控
斩业星熊-手办模玩,斩业星熊,手办模玩,699.0,433.38,56,47,90,40,27960.0,1293.15,26666.85,17335.2,4.0,2796.0,38.58888888888889,20,0,0,23870.85,6535.649999999998,0.2737920937042459,0.1,0.7142857142857143,1.0365678088108266,45.0,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,3.0,1.957890020745122,0.6526300069150407,Y,37,37,1,41,0.0445945945945946,0.02702702702702703,4.0,3.5,0.02000626231541905,0.3716243777389773,A,AY,16723.652666666665,0.39080278275730745,0.0,596.77125,售后风险：复核质量、包装与详情页承诺
怒潮凛冬-手办模玩,怒潮凛冬,手办模玩,699.0,433.38,52,44,90,36,25164.0,768.9000000000001,24395.1,15601.68,2.0,699.0,33.87777777777778,18,0,0,23696.1,8094.419999999998,0.3415929203539822,0.0555555555555555,0.6923076923076923,1.0626434896687438,45.0,0.0,replenish_now,立即补货,True,20260903,2.769230769230769,1.7867030229749128,0.6451983138520518,Y,31,31,1,37,0.030645161290322583,0.03225806451612903,2.0,3.0,0.019859803586902074,0.39148418132587937,A,AY,14681.951333333334,0.5513177244786761,0.0,658.2249999999999,常规监控
重岳-手办模玩,重岳,手办模玩,699.0,433.38,62,52,90,36,25164.0,1258.2,23905.8,15601.68,1.0,699.0,42.4,26,0,0,23206.8,7605.119999999999,0.3277108433734939,0.0277777777777777,0.5806451612903226,0.849056603773585,65.0,0.0,replenish_now,立即补货,True,20260903,2.769230769230769,1.7394369852458083,0.6281300224498753,Y,35,35,0,36,0.05142857142857143,0.0,1.0,4.0,0.01944971914705454,0.4109339004729339,A,AY,18375.311999999998,0.4138770541692027,0.0,644.6333333333333,常规监控
司霆惊蛰-手办模玩,司霆惊蛰,手办模玩,699.0,433.38,57,48,90,39,27261.0,1083.45,26177.55,16901.82,5.0,3495.0,39.11111111111112,22,0,0,22682.55,5780.73,0.2548536209553159,0.1282051282051282,0.6842105263157895,0.9971590909090908,50.76923076923077,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,2.8461538461538463,2.6409011670940994,0.9278841938438728,Y,39,39,2,41,0.03974358974358975,0.05128205128205128,5.0,2.6,0.019010342961503605,0.4299442434344375,A,AY,16949.97333333334,0.34104655425219926,0.0,581.6038461538461,售后风险：复核质量、包装与详情页承诺
凛御银灰-手办模玩,凛御银灰,手办模玩,699.0,433.38,64,54,90,35,24465.0,1118.4,23346.6,15168.3,1.0,699.0,48.25555555555555,31,0,0,22647.6,7479.299999999999,0.3302469135802469,0.0285714285714285,0.546875,0.7253050886483997,79.71428571428571,0.0,replenish_now,立即补货,True,20260903,2.5384615384615383,1.7614096918559585,0.693888666488711,Y,36,36,3,39,0.04861111111111111,0.08333333333333333,1.0,3.0,0.01898105121580021,0.44892529465023767,A,AY,20912.992666666665,0.3576389146791648,0.0,647.0742857142857,常规监控
酒神-手办模玩,酒神,手办模玩,699.0,433.38,56,47,90,35,24465.0,908.7,23556.3,15168.3,3.0,2097.0,36.04444444444445,23,0,0,21459.3,6291.0,0.2931596091205212,0.0857142857142857,0.625,0.971023427866831,59.14285714285714,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,2.6923076923076925,2.0568833780186058,0.7639852546926249,Y,32,32,1,37,0.037500000000000006,0.03125,3.0,3.3333333333333335,0.01798513186188477,0.46691042651212245,A,AY,15620.941333333336,0.40272861063601284,0.0,613.1228571428571,售后风险：复核质量、包装与详情页承诺
缇缇-手办模玩,缇缇,手办模玩,699.0,433.38,49,41,90,34,23766.0,1013.55,22752.45,14734.92,2.0,1398.0,33.144444444444446,15,0,0,21354.45,6619.530000000001,0.3099836333878887,0.0588235294117647,0.6938775510204082,1.0258129399932954,39.70588235294117,0.0,replenish_now,立即补货,True,20260903,2.6153846153846154,1.6092680291808414,0.615308364098557,Y,29,29,1,35,0.048275862068965524,0.034482758620689655,2.0,1.5,0.017897256624774583,0.48480768313689704,A,AY,14364.139333333334,0.46083721734992916,0.0,628.0720588235295,常规监控
谬因-手办模玩,谬因,手办模玩,699.0,433.38,51,43,90,32,22368.0,1013.55,21354.45,13868.16,2.0,1398.0,32.766666666666666,22,0,0,19956.45,6088.290000000001,0.3050788091068301,0.0625,0.6274509803921569,0.9766022380467956,61.875,0.0,replenish_now,立即补货,True,20260903,2.3076923076923075,2.8978329657583606,1.2557276184952897,Z,31,31,1,33,0.041935483870967745,0.03225806451612903,2.0,4.0,0.01672558679663877,0.5015332699335358,A,AZ,14200.418,0.4287401962392939,0.0,623.6390625,核心波动SKU：小批量高频补货
黍-手办模玩,黍,手办模玩,699.0,433.38,65,55,90,35,24465.0,1258.2,23206.8,15168.3,5.0,3495.0,49.02222222222223,32,0,0,19711.8,4543.5,0.2304964539007092,0.1428571428571428,0.5384615384615384,0.713961922030825,82.28571428571428,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,2.6153846153846154,1.8045526471705549,0.6899760121534474,Y,35,35,3,38,0.047142857142857146,0.08571428571428572,5.0,4.6,0.016520544576715,0.5180538145102508,A,AY,21245.25066666667,0.2138595618986342,0.0,563.1942857142857,售后风险：复核质量、包装与详情页承诺
缄默德克萨斯-手办模玩,缄默德克萨斯,手办模玩,699.0,433.38,59,50,90,32,22368.0,594.1500000000001,21773.85,13868.16,3.0,2097.0,46.12222222222222,30,0,0,19676.85,5808.689999999999,0.2952042628774422,0.09375,0.5423728813559322,0.693808720790171,84.375,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,2.3076923076923075,1.7504578155735613,0.7585317200818766,Y,31,31,3,36,0.02741935483870968,0.0967741935483871,3.0,4.0,0.0164912528310116,0.5345450673412624,A,AY,19988.448666666667,0.290602342226125,0.0,614.9015625,售后风险：复核质量、包装与详情页承诺
塑心-手办模玩,塑心,手办模玩,699.0,433.38,52,44,90,29,20271.0,699.0,19572.0,12568.02,2.0,699.0,37.08888888888889,24,0,0,18873.0,6304.98,0.334074074074074,0.0689655172413793,0.5576923076923077,0.7819053325344518,74.48275862068965,0.0,replenish_now,立即补货,True,20260903,2.230769230769231,1.1657505560686465,0.5225778354790485,Y,29,29,3,32,0.03620689655172414,0.10344827586206896,2.0,4.0,0.01581754267983351,0.5503626100210959,A,AY,16073.582666666667,0.39225729140493626,0.0,650.7931034482758,常规监控
焰狐龙梓兰-手办模玩,焰狐龙梓兰,手办模玩,699.0,433.38,65,55,90,34,23766.0,838.8000000000001,22927.2,14734.92,8.0,4194.0,51.54444444444445,36,0,0,18733.2,3998.2800000000007,0.2134328358208955,0.2352941176470588,0.5230769230769231,0.6596249191636129,95.29411764705884,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,2.6153846153846154,1.7097008285302209,0.6537091403203785,Y,34,34,3,37,0.03529411764705883,0.08823529411764706,8.0,4.0,0.01570037569701993,0.5660629857181159,A,AY,22338.331333333335,0.1789874069077735,0.0,550.9764705882353,售后风险：复核质量、包装与详情页承诺
余-手办模玩,余,手办模玩,699.0,433.38,57,48,90,31,21669.0,873.75,20795.25,13434.78,9.0,3495.0,42.78888888888889,32,0,0,17300.25,3865.4699999999993,0.2234343434343434,0.2903225806451613,0.543859649122807,0.7244871461957932,92.90322580645162,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,2.3846153846153846,1.5566235649883124,0.6527776240273568,Y,29,29,2,33,0.041379310344827586,0.06896551724137931,9.0,4.444444444444445,0.014499414123180718,0.5805623998412965,A,AY,18543.84866666667,0.20845025590336816,0.0,558.0725806451613,售后风险：复核质量、包装与详情页承诺
结城理-手办模玩,结城理,手办模玩,699.0,433.38,59,50,90,25,17475.0,454.35,17020.65,10834.5,3.0,2097.0,48.7,36,0,0,14923.65,4089.1500000000015,0.2740046838407495,0.12,0.423728813559322,0.513347022587269,129.6,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,1.9230769230769231,1.3204505835470495,0.6866343034444657,Y,27,27,2,28,0.024074074074074074,0.07407407407407407,3.0,4.0,0.01250757541534983,0.5930699752566464,A,AY,21105.606,0.19374710207325965,0.0,596.946,售后风险：复核质量、包装与详情页承诺
望-手办模玩,望,手办模玩,699.0,433.38,59,50,90,20,13980.0,349.5,13630.5,8667.6,0.0,0.0,46.46666666666667,39,0,0,13630.5,4962.9,0.3641025641025641,0.0,0.3389830508474576,0.430416068866571,175.5,0.0,healthy,维持现有补货节奏,True,20260903,1.5384615384615385,1.0500305245868342,0.6825198409814422,Y,22,22,2,22,0.029545454545454545,0.09090909090909091,,,0.011423780824324202,0.6044937560809706,A,AY,20137.724000000002,0.24644791039940755,0.0,681.525,常规监控
凯尔希·思衡托-毛绒玩偶,凯尔希·思衡托,毛绒玩偶,128.0,61.44,38,30,40,58,7424.0,262.40000000000003,7161.6,3563.52,1.0,128.0,21.977777777777774,11,30,0,7033.6,3470.0800000000004,0.4933575978161966,0.0172413793103448,0.8529411764705882,2.639029322548028,17.068965517241377,0.0,replenish_now,立即补货,True,20260903,4.461538461538462,2.0662116951635836,0.463116414433217,X,55,55,1,59,0.034545454545454546,0.01818181818181818,1.0,5.0,0.005894890488681025,0.6103886465696515,A,AX,1350.3146666666664,2.5698306370070787,0.0,121.26896551724138,核心稳定SKU：滚动补货
死芒-毛绒玩偶,死芒,毛绒玩偶,128.0,61.44,34,26,40,53,6784.0,204.8,6579.2,3256.32,5.0,512.0,20.53333333333333,11,26,0,6067.2,2810.88,0.4632911392405063,0.0943396226415094,0.8833333333333333,2.581168831168831,18.67924528301887,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,4.076923076923077,2.6913917855989946,0.6601527021280553,Y,47,47,0,53,0.031914893617021274,0.0,5.0,5.6,0.005084946481592003,0.6154735930512435,A,AY,1261.5679999999998,2.228084415584416,0.0,114.47547169811321,售后风险：复核质量、包装与详情页承诺
黍-毛绒玩偶,黍,毛绒玩偶,128.0,61.44,36,28,40,49,6272.0,211.2,6060.8,3010.56,1.0,128.0,24.7,19,27,0,5932.8,2922.24,0.4925566343042071,0.0204081632653061,0.7777777777777778,1.9838056680161944,34.89795918367347,0.0,replenish_now,立即补货,True,20260903,3.4615384615384617,2.1453587351685734,0.6197703012709211,Y,48,48,2,52,0.03333333333333333,0.041666666666666664,1.0,5.0,0.004972305262063066,0.6204458983133065,A,AY,1517.568,1.9256072874493926,0.0,121.07755102040817,常规监控
荒芜拉普兰德-毛绒玩偶,荒芜拉普兰德,毛绒玩偶,128.0,61.44,34,26,40,50,6400.0,224.0,6176.0,3072.0,2.0,256.0,20.544444444444444,11,26,0,5920.0,2848.0,0.4810810810810811,0.04,0.8333333333333334,2.43374797187669,19.8,0.0,replenish_now,立即补货,True,20260903,3.8461538461538463,1.7722938923964167,0.4607964120230683,X,48,48,2,52,0.0375,0.041666666666666664,2.0,5.0,0.004961577526869834,0.6254074758401764,A,AX,1262.2506666666666,2.2562871822606816,0.0,118.4,核心稳定SKU：滚动补货
凛御银灰-日用生活,凛御银灰,日用生活,99.0,45.54,31,23,30,60,5940.0,153.45,5786.55,2732.4,3.0,297.0,14.855555555555556,22,48,1,5489.55,2757.15,0.5022542831379622,0.05,0.759493670886076,4.038893044128646,33.0,0.0163934426229508,replenish_now,立即补货,True,20260903,4.615384615384615,2.5670495884855025,0.5561940775051922,Y,51,51,0,60,0.027450980392156866,0.0,3.0,5.333333333333333,0.004600815525781807,0.6300082913659583,A,AY,676.522,4.075477220253,99.0,91.4925,常规监控
新约能天使-日用生活,新约能天使,日用生活,99.0,45.54,33,25,30,60,5940.0,272.25,5667.75,2732.4,4.0,297.0,17.522222222222222,26,51,0,5370.75,2638.35,0.4912442396313364,0.0666666666666666,0.7142857142857143,3.4242232086239697,39.0,0.0,healthy,维持现有补货节奏,True,20260903,4.615384615384615,2.6626572422569885,0.5769090691556809,Y,54,54,3,63,0.04722222222222223,0.05555555555555555,3.0,1.6666666666666667,0.004501248733519622,0.6345095400994779,A,AY,797.962,3.306360453254666,0.0,89.5125,常规监控
予愿安洁莉娜-毛绒玩偶,予愿安洁莉娜,毛绒玩偶,128.0,61.44,36,28,40,47,6016.0,358.40000000000003,5657.6,2887.68,3.0,384.0,21.266666666666666,20,29,0,5273.6,2385.9200000000005,0.4524271844660195,0.0638297872340425,0.7230769230769231,2.2100313479623828,38.29787234042553,0.0,replenish_now,立即补货,True,20260903,3.6153846153846154,2.0223114472661203,0.5593627407331823,Y,40,40,2,50,0.057499999999999996,0.05,3.0,3.0,0.004419826899611614,0.6389293669990895,A,AY,1306.6239999999998,1.82601880877743,0.0,112.20425531914894,常规监控
凛御银灰-毛绒玩偶,凛御银灰,毛绒玩偶,128.0,61.44,35,27,40,47,6016.0,198.4,5817.6,2887.68,6.0,640.0,21.122222222222224,19,28,0,5177.6,2289.9200000000005,0.442274412855377,0.1276595744680851,0.746031746031746,2.225144660704892,36.38297872340425,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903,3.6153846153846154,2.4337372337779035,0.6731613625343137,Y,44,44,1,48,0.030681818181818185,0.022727272727272728,5.0,5.0,0.004339368885662374,0.6432687358847519,A,AY,1297.7493333333334,1.7645318253550766,0.0,110.16170212765958,售后风险：复核质量、包装与详情页承诺
缇缇-毛绒玩偶,缇缇,毛绒玩偶,128.0,61.44,30,22,40,45,5760.0,236.8,5523.2,2764.8,4.0,384.0,18.0,13,24,2,5139.2,2374.4,0.4620174346201743,0.0888888888888888,0.8333333333333334,2.5,26.0,0.0425531914893617,stockout_risk,提高安全库存并缩短补货周期,True,20260903,3.4615384615384617,2.9612887007569473,0.8554834024408958,Y,38,38,0,45,0.042105263157894736,0.0,4.0,4.25,0.0043071856800826775,0.6475759215648346,A,AY,1105.92,2.1469907407407405,256.0,114.20444444444443,缺货风险：提高安全库存并复核交期
Mon3tr-毛绒玩偶,Mon3tr,毛绒玩偶,128.0,61.44,34,26,40,43,5504.0,115.2,5388.8,2641.92,2.0,256.0,24.38888888888889,19,26,0,5132.8,2490.88,0.485286783042394,0.0465116279069767,0.7166666666666667,1.7630979498861048,39.76744186046511,0.0,replenish_now,立即补货,True,20260903,3.230769230769231,1.8776690404970269,0.581183274439556,Y,37,37,0,43,0.024324324324324326,0.0,2.0,4.0,0.004301821812486062,0.6518777433773206,A,AY,1498.4533333333334,1.6623006833712983,0.0,119.36744186046512,常规监控
余-毛绒玩偶,余,毛绒玩偶,128.0,61.44,33,25,40,41,5248.0,243.2,5004.8,2519.04,0.0,0.0,20.9,18,25,0,5004.8,2485.76,0.4966751918158568,0.0,0.7068965517241379,1.9617224880382775,39.51219512195122,0.0,replenish_now,立即补货,True,20260903,3.076923076923077,1.8009968749527976,0.5853239843596592,Y,39,39,2,43,0.04487179487179487,0.05128205128205128,,,0.004194544460553741,0.6560722878378744,A,AY,1284.0959999999998,1.9358054226475285,0.0,122.06829268292684,常规监控
谬因-毛绒玩偶,谬因,毛绒玩偶,128.0,61.44,31,23,40,42,5376.0,211.2,5164.8,2580.48,2.0,256.0,20.377777777777776,19,27,0,4908.8,2328.32,0.4743155149934811,0.0476190476190476,0.7241379310344828,2.0610687022900764,40.71428571428572,0.0,replenish_now,立即补货,True,20260903,3.1538461538461537,2.9957234475763905,0.9498635321583677,Y,37,37,0,42,0.03918918918918919,0.0,2.0,2.5,0.0041140864466045,0.6601863742844789,A,AY,1252.0106666666666,1.8596646673936752,0.0,116.87619047619049,常规监控
贝洛内-毛绒玩偶,贝洛内,毛绒玩偶,128.0,61.44,33,25,40,40,5120.0,140.8,4979.2,2457.6,2.0,128.0,22.64444444444445,20,25,0,4851.2,2393.6,0.4934036939313984,0.05,0.6896551724137931,1.766437684003925,45.0,0.0,replenish_now,立即补货,True,20260903,3.076923076923077,1.7541160386140584,0.5700877125495689,Y,37,37,0,40,0.02972972972972973,0.0,2.0,3.0,0.004065811638234956,0.6642521859227138,A,AY,1391.274666666667,1.720436702649656,0.0,121.28,常规监控
纯烬艾雅法拉-日用生活,纯烬艾雅法拉,日用生活,99.0,45.54,31,23,30,54,5346.0,242.55,5103.45,2459.16,4.0,297.0,18.655555555555555,5,24,0,4806.45,2347.29,0.4883625128733265,0.074074074074074,0.9818181818181818,2.8945801072066706,8.333333333333334,0.0,replenish_now,立即补货,True,20260903,4.076923076923077,2.660248687044705,0.6525138288977579,Y,48,48,1,55,0.040625,0.020833333333333332,4.0,4.0,0.004028306470274242,0.668280492392988,A,AY,849.574,2.7629023487065285,0.0,89.00833333333333,常规监控
结城理-毛绒玩偶,结城理,毛绒玩偶,128.0,61.44,34,26,40,39,4992.0,185.6,4806.4,2396.16,0.0,0.0,22.477777777777774,22,26,0,4806.4,2410.24,0.5014647137150466,0.0,0.65,1.7350469599604543,50.76923076923077,0.0,healthy,维持现有补货节奏,True,20260903,2.923076923076923,2.253202848596432,0.7708325534672005,Y,35,35,1,40,0.04,0.02857142857142857,,,0.004028264565058643,0.6723087569580467,A,AY,1381.0346666666665,1.745242214532872,0.0,123.24102564102563,常规监控
塑心-毛绒玩偶,塑心,毛绒玩偶,128.0,61.44,32,24,40,41,5248.0,192.0,5056.0,2519.04,2.0,256.0,20.42222222222222,18,25,0,4800.0,2280.96,0.4752,0.048780487804878,0.7192982456140351,2.007616974972797,39.51219512195122,0.0,replenish_now,立即补货,True,20260903,3.076923076923077,2.5318484177091665,0.8228507357554791,Y,34,34,0,41,0.03382352941176471,0.0,2.0,4.0,0.004022900697462028,0.6763316576555087,A,AY,1254.7413333333332,1.8178726877040263,0.0,117.07317073170732,常规监控
