operator_id,operator,english_name,profession,subprofession,rarity,nation_id,group_id,team_id,source_kind,source_url,source_commit,observed_at,is_simulated
char_127_estell,艾丝黛尔,Estelle,WARRIOR,centurion,TIER_4,sargon,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_185_frncat,慕斯,Mousse,WARRIOR,artsfghter,TIER_4,victoria,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_301_cutter,刻刀,Cutter,WARRIOR,sword,TIER_4,columbia,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_337_utage,宴,Utage,WARRIOR,musha,TIER_4,higashi,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_271_spikes,芳汀,Arene,WARRIOR,lord,TIER_4,laterano,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_4067_lolxh,罗小黑,Luo Xiaohei,WARRIOR,lord,TIER_4,yan,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_4063_quartz,石英,Quartz,WARRIOR,crusher,TIER_4,columbia,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_491_humus,休谟斯,Humus,WARRIOR,reaper,TIER_4,rhodes,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_445_wscoot,骋风,Windscoot,WARRIOR,librator,TIER_4,yan,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_237_gravel,砾,Gravel,SPECIAL,executor,TIER_4,kazimierz,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_272_strong,孑,Jaye,SPECIAL,merchant,TIER_4,lungmen,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_236_rope,暗索,Rope,SPECIAL,hookmaster,TIER_4,lungmen,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_117_myrrh,末药,Myrrh,MEDIC,physician,TIER_4,rhodes,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_187_ccheal,嘉维尔,Gavial,MEDIC,physician,TIER_4,rhodes,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_298_susuro,苏苏洛,Sussurro,MEDIC,physician,TIER_4,rhodes,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_181_flower,调香师,Perfumer,MEDIC,ringhealer,TIER_4,rhodes,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_385_finlpp,清流,Purestream,MEDIC,healer,TIER_4,yan,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_4041_chnut,褐果,Chestnut,MEDIC,wandermedic,TIER_4,rhodes,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_199_yak,角峰,Matterhorn,TANK,protector,TIER_4,kjerag,karlan,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
char_150_snakek,蛇屠箱,Cuora,TANK,protector,TIER_4,columbia,,,community_maintained_game_metadata,https://raw.githubusercontent.com/Kengxxiao/ArknightsGameData/0ef7f952dfd018392200157a5c79a6511ba69122/zh_CN/gamedata/excel/character_table.json,0ef7f952dfd018392200157a5c79a6511ba69122,2026-09-11T22:16:48+00:00,False
