snapshot_at,query_operator,keyword,sort,result_rank,resource_id,item_id,title,posted_at,author_id,author_name,viewed,video_viewed,liked,collected,reposted,commented,direct_name_match,source_url,source_api,source_scope,is_simulated
2026-09-05T04:07:31+08:00,W,W,hot,5,1244,1845253,六星干员速评【W-维什戴尔】——祖宗发射器！保底伤害12w，攻击性最高的一集,2024-05-01T07:34:32+00:00,177993,苏祁风,4690,0,55,12,0,21,False,https://www.skland.com/article?id=1845253,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,6,1252,1856831,维什戴尔W  强度评测和食用指南,2024-05-01T18:51:01+00:00,238378,星海浩瀚VU,1605,1362,25,0,0,1,False,https://www.skland.com/article?id=1856831,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,7,622,1396055,六星干员攻略（W）,2023-12-05T08:59:45+00:00,156545,铃兰桑的欧尼酱,2326,0,28,5,0,30,False,https://www.skland.com/article?id=1396055,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,8,2574,2352721,【揭幕者们】荒芜拉普兰德实装数据简评 60s暖机，但是极限对单19w的超级大c,2024-11-01T08:06:15+00:00,101405,柠檬味的小小猪,3647,0,78,2,0,18,False,https://www.skland.com/article?id=2352721,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,9,3017,2568254,【相见欢】烛煌简评 1wdps的强制绑定对群大c,2025-01-22T08:04:34+00:00,101405,柠檬味的小小猪,3093,0,106,6,0,11,False,https://www.skland.com/article?id=2568254,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,10,2292,2242608,打腻了蓝图ew？来试试术特吧——术特萨卡兹入门攻略,2024-09-07T08:32:53+00:00,183776,懿鸸糁耜婺,2754,0,122,58,0,28,False,https://www.skland.com/article?id=2242608,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,11,821,1488086,【WB-EX-8突袭】五人无脑强杀打法，无概率速通，简单好抄。,2024-01-19T15:36:50+00:00,134832,CarpeDiem,1790,0,108,20,0,32,False,https://www.skland.com/article?id=1488086,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,12,1013,1655685,六星干员速评【艾拉】——控制拉满，或者13w总伤，挑一个？,2024-03-07T07:51:58+00:00,177993,苏祁风,5680,0,219,31,0,88,False,https://www.skland.com/article?id=1655685,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,13,3609,2836079,六星干员速评【新约能天使】——总伤16w时代来临，输出绝活两开花,2025-05-01T04:26:43+00:00,177993,苏祁风,12392,0,117,46,0,85,False,https://www.skland.com/article?id=2836079,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,14,1940,2145128,【太阳甩在身后】AS-9速刷112秒 无ew另一种打法 稳定代理刷环烃聚质,2024-08-03T08:48:16+00:00,101276,风雅荷,784,930,24,2,0,0,False,https://www.skland.com/article?id=2145128,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,15,4373,3193553,丰川祥子速评：Fever36w恐怖总伤，5位神人占领基建,2025-09-04T06:01:36+00:00,177993,苏祁风,27086,0,596,249,0,190,False,https://www.skland.com/article?id=3193553,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,16,3713,2871982,六星干员测评【蕾缪安】——摆完挂机就能消灭boss，1w1破甲线恐怖轮椅大狙,2025-05-08T06:49:11+00:00,177993,苏祁风,2298,0,45,10,0,8,False,https://www.skland.com/article?id=2871982,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,17,4999,3369924,【雪山降临1101】圣聆初雪简评 2000dps挂机/15w对群法伤,2025-11-01T09:04:43+00:00,101405,柠檬味的小小猪,2180,0,78,12,0,15,False,https://www.skland.com/article?id=3369924,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,18,3614,2837070,【众生游记】新约能天使实装简评 双技能16w总伤1wdps 物理输出新纪元！,2025-05-01T08:09:28+00:00,101405,柠檬味的小小猪,5487,0,54,9,0,21,False,https://www.skland.com/article?id=2837070,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,19,532,1313528,年限卡池能攒多少？七大卡池：联合，甄选，年底必new，单up复刻卡池超细讲解推荐,2023-11-10T01:27:04+00:00,101080,北夏咯咯,3155,0,146,28,0,30,False,https://www.skland.com/article?id=1313528,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,hot,20,1515,1982154,六星干员速评【乌尔比安】——1.8w血还每秒回600+，我们深海猎人纯粹的强大,2024-06-05T08:06:25+00:00,177993,苏祁风,5836,0,91,35,0,17,False,https://www.skland.com/article?id=1982154,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,1,6414,6072614,干员测评【予愿安洁莉娜】-全技能落地秒开，18w总伤飞天大C,2026-08-01T03:35:57+00:00,177993,苏祁风,9697,0,445,102,0,128,False,https://www.skland.com/article?id=6072614,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,2,6314,5981995,【丛林症结】BD-8突袭低配过图思路（ew单核）,2026-07-10T06:00:12+00:00,104939,小小暗v影,46,44,4,2,0,0,False,https://www.skland.com/article?id=5981995,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,3,6308,5981576,干员测评【谬因】-攻击能拐弯，总伤14w的群法,2026-07-10T04:14:26+00:00,177993,苏祁风,5026,0,331,8,0,65,False,https://www.skland.com/article?id=5981576,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,4,6251,5951882,【涤墨作战】EW单人2步蚀裂冰湖200分全任务摆完挂机 简单好抄高容错,2026-06-26T09:36:14+00:00,101405,柠檬味的小小猪,128,576,87,2,0,1,False,https://www.skland.com/article?id=5951882,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,5,6006,5805425,一图流评测【凯尔希·思衡托】——永久飞行的空中重装！5w真伤能打能奶的新时代医疗,2026-05-01T01:12:34+00:00,177993,苏祁风,3665,0,171,8,0,34,False,https://www.skland.com/article?id=5805425,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,6,5871,5724366,26愚人节活动攻略+兑换码，EW新皮肤（黑色博士坠落RE-1到RE-6少人挂机）,2026-04-03T14:37:49+00:00,160688,闻战思凡,1977,0,139,26,0,13,False,https://www.skland.com/article?id=5724366,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,7,5858,5713376,卫戍协议终极模拟新S.W.E.E.P策略评价（千杯）,2026-04-01T02:08:15+00:00,105671,被子没叠,366,0,17,6,0,9,False,https://www.skland.com/article?id=5713376,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,8,5838,5669467,卫戍协议S.W.E.E.P新策略个人评价,2026-03-17T05:22:51+00:00,105671,被子没叠,688,0,21,12,0,6,False,https://www.skland.com/article?id=5669467,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,9,5771,5643281,【十字路口】贝洛内实装简评 新时代减甲拐C 64%减甲10w/40%减甲20w,2026-03-10T04:41:35+00:00,101405,柠檬味的小小猪,1443,0,219,5,0,31,False,https://www.skland.com/article?id=5643281,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,10,5770,5643164,一图流测评【贝洛内】——9费打单23w，但更推荐有输出有控二技能,2026-03-10T04:04:39+00:00,177993,苏祁风,13308,0,244,23,0,129,False,https://www.skland.com/article?id=5643164,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,11,5769,5642621,一图流前瞻【贝洛内】——9费打单20w，但更适合用来开局的干员,2026-03-09T17:51:41+00:00,177993,苏祁风,6080,0,153,11,0,53,False,https://www.skland.com/article?id=5642621,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,12,5626,5268061,【辞岁行】EW单人TA-5堵门114s速刷固源岩 简单好抄（近）理论最速搓玉,2026-02-10T11:44:34+00:00,101405,柠檬味的小小猪,311,358,132,1,0,0,False,https://www.skland.com/article?id=5268061,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,13,5625,5266817,【辞岁行】EW单人TA-9堵门109s速刷环烃聚质 简单好抄高容错,2026-02-10T11:00:55+00:00,101405,柠檬味的小小猪,6045,5941,5217,23,0,8,False,https://www.skland.com/article?id=5266817,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,14,5606,5255598,【辞岁行】赤刃明霄陈实装简评 保底6kDPS12w总伤还有百分比伤害的弱点大C,2026-02-10T05:23:59+00:00,101405,柠檬味的小小猪,2122,0,655,7,0,3,False,https://www.skland.com/article?id=5255598,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,15,5605,5255008,【辞岁行】望实装简评 新神已至！1wDPS20w总伤的围棋戴尔！,2026-02-10T05:12:17+00:00,101405,柠檬味的小小猪,6023,0,2309,36,0,18,False,https://www.skland.com/article?id=5255008,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,16,5481,3576812,【雅赛努斯复仇记】缇缇实装简评 10w总伤2k4hps沉睡法伤大c,2026-01-09T04:36:34+00:00,101405,柠檬味的小小猪,12212,0,271,21,0,44,False,https://www.skland.com/article?id=3576812,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,17,5455,3536627,12.23罗德岛日报 【12/26引航者】【跨年必new池建议】,2025-12-22T14:43:36+00:00,113532,化学老施,1409,0,109,2,0,3,False,https://www.skland.com/article?id=3536627,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,18,5282,3492899,卫戍协议S.W.E.E.P策略个人评级榜(近千奖杯),2025-12-01T10:03:36+00:00,105671,被子没叠,1211,0,42,19,0,7,False,https://www.skland.com/article?id=3492899,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,19,5255,3431590,【雪山降临】OS-S-1到OS-S-5突袭摆完半挂机、限定只使用EW无银灰等干员,2025-11-15T13:42:44+00:00,160688,闻战思凡,985,0,40,13,0,3,False,https://www.skland.com/article?id=3431590,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,W,W,time,20,5333,3409660,ew单人突袭OS-EX-7,2025-11-09T10:32:52+00:00,140204,NNNotou,16,72,1,0,0,0,False,https://www.skland.com/article?id=3409660,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,hot,1,6407,6048733,6星予愿安洁莉娜数值分析，17万伤害新神已至，70对空庇护-直到大地变成一颗酸橙,2026-07-27T23:15:09+00:00,160688,闻战思凡,6612,0,165,16,0,177,True,https://www.skland.com/article?id=6048733,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,hot,2,6425,6077319,予愿安洁莉娜实装简评 会飞天的物理斩业星熊【直到大地变成一颗酸橙】,2026-08-01T08:32:37+00:00,101405,柠檬味的小小猪,311,0,12,2,0,2,True,https://www.skland.com/article?id=6077319,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,hot,3,6512,6197220,【方舟实战论143】这就是元老的归来！机制强大，安洁还在向上！丨予愿安洁莉娜,2026-08-12T04:15:28+00:00,244382,二色彩虹,240,820,23,0,0,2,True,https://www.skland.com/article?id=6197220,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,hot,4,6414,6072614,干员测评【予愿安洁莉娜】-全技能落地秒开，18w总伤飞天大C,2026-08-01T03:35:57+00:00,177993,苏祁风,9697,0,445,102,0,128,True,https://www.skland.com/article?id=6072614,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,hot,5,6448,6077053,天空属于予愿安洁莉娜！空中大运来了！骗你的地面也给你创飞！,2026-08-01T07:59:46+00:00,101066,泥萌都是托,3445,17442,617,51,0,30,True,https://www.skland.com/article?id=6077053,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,time,1,6512,6197220,【方舟实战论143】这就是元老的归来！机制强大，安洁还在向上！丨予愿安洁莉娜,2026-08-12T04:15:28+00:00,244382,二色彩虹,240,820,23,0,0,2,True,https://www.skland.com/article?id=6197220,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,time,2,6425,6077319,予愿安洁莉娜实装简评 会飞天的物理斩业星熊【直到大地变成一颗酸橙】,2026-08-01T08:32:37+00:00,101405,柠檬味的小小猪,311,0,12,2,0,2,True,https://www.skland.com/article?id=6077319,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,time,3,6448,6077053,天空属于予愿安洁莉娜！空中大运来了！骗你的地面也给你创飞！,2026-08-01T07:59:46+00:00,101066,泥萌都是托,3445,17442,617,51,0,30,True,https://www.skland.com/article?id=6077053,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,time,4,6414,6072614,干员测评【予愿安洁莉娜】-全技能落地秒开，18w总伤飞天大C,2026-08-01T03:35:57+00:00,177993,苏祁风,9697,0,445,102,0,128,True,https://www.skland.com/article?id=6072614,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,予愿安洁莉娜,予愿安洁莉娜,time,5,6407,6048733,6星予愿安洁莉娜数值分析，17万伤害新神已至，70对空庇护-直到大地变成一颗酸橙,2026-07-27T23:15:09+00:00,160688,闻战思凡,6612,0,165,16,0,177,True,https://www.skland.com/article?id=6048733,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,令,令,hot,1,692,1432859,【令】一人可抵千军万马，但代价呢？四千字揭秘令姐真实强度！,2023-12-22T14:08:55+00:00,544842,多索雷斯女王,3265,0,148,22,0,43,True,https://www.skland.com/article?id=1432859,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,令,令,hot,2,76,35317,【猩红孤钻】令开局全关卡攻略（1）运营思路,2023-08-04T14:57:20+00:00,123771,星云丹色,1548,0,74,65,0,11,False,https://www.skland.com/article?id=35317,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,令,令,hot,3,79,35450,【猩红孤钻】令开局全关卡攻略（5）四个终局Boss,2023-08-04T15:49:33+00:00,123771,星云丹色,1388,0,96,65,0,9,False,https://www.skland.com/article?id=35450,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,令,令,hot,4,860,1535585,【怀黍离】HS-8扭转醇令、水陈双人速刷97s,2024-02-01T10:51:46+00:00,208381,青w筠,1203,0,27,7,0,5,False,https://www.skland.com/article?id=1535585,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,令,令,hot,5,2109,2101607,【方舟五星图鉴03】德克萨斯-令人着迷的黑丝运动鞋！一分钟带你认识五星干员,2024-07-26T06:01:56+00:00,101165,破灭DE旋律,1035,1051,31,5,0,0,False,https://www.skland.com/article?id=2101607,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
2026-09-05T04:07:31+08:00,令,令,hot,6,1067,1698571,【源石尘行动】OD-8六人速刷116秒 无银叔史山煌棘令ins 稳定代理刷研磨石,2024-03-22T02:05:16+00:00,101276,风雅荷,876,0,25,1,0,4,False,https://www.skland.com/article?id=1698571,https://strategy.skland.com/api/resources/items,skland_strategy_public_search_top20,False
